MC-cycles <epsilon> <|m|>
1217 0.163977 0.945
1218 0.164056 0.95
1219 0.164151 0.955
1220 0.164246 0.955
1221 0.164341 0.955
1222 0.164435 0.96
1223 0.16453 0.965
1224 0.164624 0.96
1225 0.164718 0.96
1226 0.164804 0.955
1227 0.16489 0.955
1228 0.164967 0.95
1229 0.165045 0.945
1230 0.165114 0.94
1231 0.165191 0.935
1232 0.16526 0.93
1233 0.165328 0.935
1234 0.165397 0.94
1235 0.165466 0.94
1236 0.165534 0.945
1237 0.165602 0.945
1238 0.165662 0.95
1239 0.16573 0.945
1240 0.16579 0.94
1241 0.16585 0.94
1242 0.165918 0.945
1243 0.165977 0.95
1244 0.166037 0.955
1245 0.166104 0.96
1246 0.166164 0.955
1247 0.166223 0.955
1248 0.166282 0.96
1249 0.166341 0.965
1250 0.1664 0.965
1251 0.166459 0.97
1252 0.166518 0.975
1253 0.166568 0.98
1254 0.166627 0.985
1255 0.166685 0.98
1256 0.166744 0.98
1257 0.166802 0.985
1258 0.166852 0.98
1259 0.166902 0.98
1260 0.166952 0.975
1261 0.167002 0.98
1262 0.167052 0.975
1263 0.16711 0.97
1264 0.167168 0.97
1265 0.167225 0.97
1266 0.167283 0.965
1267 0.167348 0.96
1268 0.167405 0.965
1269 0.167455 0.96
1270 0.167504 0.96
1271 0.167553 0.965
1272 0.16761 0.97
1273 0.167667 0.97
1274 0.167716 0.965
1275 0.167765 0.96
1276 0.167806 0.955
1277 0.167854 0.96
1278 0.167911 0.955
1279 0.167983 0.96
1280 0.168063 0.955
1281 0.168142 0.96
1282 0.168222 0.955
1283 0.168301 0.95
1284 0.16838 0.95
1285 0.168459 0.95
1286 0.168538 0.95
1287 0.168609 0.945
1288 0.16868 0.945
1289 0.168743 0.94
1290 0.168798 0.945
1291 0.168838 0.94
1292 0.168878 0.94
1293 0.168925 0.945
1294 0.168972 0.945
1295 0.169019 0.94
1296 0.169074 0.945
1297 0.169129 0.95
1298 0.169183 0.95
1299 0.169238 0.95
1300 0.169308 0.945
1301 0.16937 0.94
1302 0.169439 0.935
1303 0.169509 0.93
1304 0.169578 0.925
1305 0.169648 0.925
1306 0.169717 0.925
1307 0.169786 0.925
1308 0.169855 0.93
1309 0.169924 0.925
1310 0.169992 0.925
1311 0.170061 0.925
1312 0.17013 0.93
1313 0.170198 0.935
1314 0.170266 0.94
1315 0.170319 0.945
1316 0.170372 0.95
1317 0.170433 0.945
1318 0.170493 0.945
1319 0.170561 0.95
1320 0.170629 0.95
1321 0.170696 0.955
1322 0.170772 0.95
1323 0.170854 0.945
1324 0.170944 0.95
1325 0.171034 0.955
1326 0.171109 0.96
1327 0.171183 0.965
1328 0.171258 0.965
1329 0.171332 0.96
1330 0.171398 0.965
1331 0.171465 0.965
1332 0.171539 0.97
1333 0.171628 0.965
1334 0.171724 0.96
1335 0.17182 0.96
1336 0.171916 0.955
1337 0.172012 0.96
1338 0.172093 0.965
1339 0.172173 0.965
1340 0.172254 0.965
1341 0.172342 0.96
1342 0.172429 0.96
1343 0.172517 0.965
1344 0.172604 0.97
1345 0.172699 0.965
1346 0.172793 0.965
1347 0.172888 0.96
1348 0.172982 0.955
1349 0.173069 0.96
1350 0.173148 0.955
1351 0.173227 0.95
1352 0.173306 0.945
1353 0.1734 0.95
1354 0.173493 0.945
1355 0.173579 0.95
1356 0.173658 0.955
1357 0.173721 0.95
1358 0.173785 0.955
1359 0.173856 0.96
1360 0.173926 0.96
1361 0.17399 0.965
1362 0.174053 0.965
1363 0.174116 0.97
1364 0.174186 0.975
1365 0.174242 0.98
1366 0.174297 0.98
1367 0.174345 0.985
1368 0.174393 0.99
1369 0.174441 0.99
1370 0.174489 0.995
1371 0.174544 1
1372 0.174599 1.005
1373 0.174647 1
1374 0.174702 1.005
1375 0.174764 1.01
1376 0.174818 1.015
1377 0.174873 1.01
1378 0.174927 1.005
1379 0.174996 1
1380 0.175065 1
1381 0.175134 1.005
1382 0.175203 1.005
1383 0.175271 1
1384 0.17534 1
1385 0.175415 0.995
1386 0.175498 0.99
1387 0.175588 0.995
1388 0.175677 1
1389 0.175767 1.005
1390 0.175856 1.005
1391 0.175945 1.005
1392 0.176027 1.01
1393 0.176109 1.01
1394 0.176184 1.005
1395 0.176251 1
1396 0.176318 1
1397 0.176392 1.005
1398 0.176466 1
1399 0.17654 1
1400 0.176614 1
1401 0.176695 1.005
1402 0.176776 1
1403 0.176864 1.005
1404 0.176959 1.01
1405 0.17706 1.005
1406 0.177162 1.005
1407 0.177271 1
1408 0.177379 1
1409 0.177488 0.995
1410 0.177596 1
1411 0.177697 1.005
1412 0.177783 1.01
1413 0.17787 1.005
1414 0.177956 1.005
1415 0.178035 1
1416 0.178114 1
1417 0.178179 0.995
1418 0.178251 1
1419 0.178316 1.005
1420 0.17838 1.005
1421 0.178445 1.01
1422 0.178509 1.005
1423 0.178573 1
1424 0.178645 1.005
1425 0.178716 1.005
1426 0.178794 1
1427 0.178872 1.005
1428 0.17895 1
1429 0.179027 1
1430 0.179105 1
1431 0.179175 1.005
1432 0.179246 1.01
1433 0.179323 1.005
1434 0.179407 1
1435 0.179484 0.995
1436 0.179554 0.99
1437 0.179624 0.99
1438 0.179701 0.985
1439 0.179785 0.99
1440 0.179875 0.985
1441 0.179958 0.99
1442 0.180042 0.995
1443 0.180125 0.995
1444 0.180208 1
1445 0.180291 1
1446 0.180373 0.995
1447 0.180456 0.995
1448 0.180539 1
1449 0.180621 0.995
1450 0.180697 1
1451 0.180779 0.995
1452 0.180861 0.99
1453 0.180943 0.985
1454 0.181025 0.985
1455 0.181107 0.99
1456 0.181195 0.995
1457 0.18129 0.99
1458 0.181385 0.985
1459 0.18148 0.99
1460 0.181582 0.985
1461 0.181684 0.98
1462 0.181785 0.985
1463 0.18188 0.98
1464 0.181974 0.985
1465 0.182082 0.99
1466 0.182196 0.985
1467 0.182311 0.985
1468 0.182418 0.98
1469 0.182519 0.985
1470 0.182619 0.985
1471 0.182719 0.98
1472 0.182819 0.975
1473 0.182919 0.975
1474 0.183019 0.975
1475 0.183119 0.975
1476 0.183205 0.97
1477 0.183304 0.975
1478 0.18341 0.98
1479 0.183523 0.975
1480 0.183628 0.97
1481 0.183741 0.975
1482 0.183839 0.97
1483 0.183931 0.975
1484 0.184023 0.97
1485 0.184101 0.965
1486 0.184172 0.97
1487 0.18425 0.965
1488 0.184328 0.97
1489 0.184406 0.965
1490 0.184483 0.96
1491 0.184561 0.965
1492 0.184651 0.97
1493 0.184735 0.975
1494 0.184806 0.98
1495 0.18487 0.975
1496 0.184933 0.97
1497 0.184997 0.965
1498 0.18506 0.97
1499 0.185123 0.97
1500 0.185187 0.97
1501 0.18525 0.97
1502 0.185313 0.965
1503 0.185376 0.965
1504 0.185445 0.97
1505 0.185515 0.97
1506 0.185584 0.975
1507 0.185667 0.98
1508 0.185743 0.975
1509 0.185818 0.975
1510 0.185901 0.97
1511 0.185983 0.965
1512 0.186065 0.97
1513 0.186147 0.965
1514 0.186235 0.96
1515 0.186323 0.96
1516 0.186412 0.965
1517 0.1865 0.96
1518 0.186588 0.96
1519 0.186669 0.965
1520 0.186743 0.96
1521 0.186824 0.955
1522 0.186899 0.96
1523 0.186967 0.965
1524 0.187034 0.96
1525 0.187102 0.965
1526 0.187169 0.965
1527 0.18723 0.96
1528 0.187297 0.965
1529 0.187364 0.97
1530 0.187431 0.97
1531 0.187498 0.975
1532 0.187572 0.98
1533 0.187645 0.985
1534 0.187725 0.99
1535 0.187805 0.99
1536 0.187884 0.99
1537 0.187957 0.985
1538 0.188036 0.98
1539 0.188129 0.985
1540 0.188221 0.985
1541 0.188306 0.98
1542 0.188392 0.98
1543 0.188477 0.975
1544 0.188562 0.975
1545 0.188641 0.97
1546 0.188706 0.975
1547 0.188772 0.975
1548 0.188831 0.97
1549 0.188896 0.975
1550 0.188961 0.98
1551 0.189014 0.975
1552 0.189072 0.97
1553 0.189131 0.965
1554 0.189189 0.96
1555 0.189248 0.965
1556 0.189306 0.965
1557 0.189371 0.97
1558 0.189422 0.975
1559 0.189474 0.98
1560 0.189526 0.985
1561 0.189577 0.985
1562 0.189629 0.985
1563 0.18968 0.99
1564 0.189725 0.995
1565 0.18977 0.995
1566 0.189815 0.995
1567 0.189866 1
1568 0.189923 1.005
1569 0.189975 1.01
1570 0.190032 1.005
1571 0.190102 1.01
1572 0.190172 1.005
1573 0.190235 1.01
1574 0.190299 1.015
1575 0.190362 1.01
1576 0.190431 1.005
1577 0.190501 1
1578 0.19057 1.005
1579 0.19064 1.01
1580 0.190722 1.005
1581 0.190803 1.01
1582 0.190872 1.005
1583 0.190941 1
1584 0.19101 1
1585 0.191073 1.005
1586 0.191135 1.01
1587 0.191204 1.005
1588 0.191278 1.01
1589 0.191353 1.015
1590 0.191428 1.015
1591 0.191508 1.02
1592 0.191602 1.015
1593 0.191695 1.015
1594 0.191788 1.015
1595 0.191881 1.02
1596 0.191961 1.025
1597 0.192035 1.02
1598 0.192115 1.025
1599 0.192189 1.03
1600 0.192269 1.035
1601 0.192342 1.03
1602 0.192416 1.035
1603 0.192489 1.04
1604 0.192575 1.035
1605 0.19266 1.04
1606 0.192752 1.045
1607 0.192844 1.045
1608 0.192929 1.05
1609 0.193008 1.055
1610 0.193087 1.06
1611 0.193172 1.065
1612 0.193257 1.07
1613 0.193348 1.065
1614 0.193439 1.07
1615 0.193523 1.075
1616 0.193601 1.07
1617 0.19368 1.065
1618 0.193758 1.06
1619 0.193836 1.06
1620 0.193907 1.055
1621 0.193979 1.05
1622 0.194051 1.05
1623 0.194122 1.045
1624 0.1942 1.05
1625 0.194271 1.055
1626 0.194342 1.06
1627 0.194407 1.065
1628 0.194472 1.065
1629 0.194524 1.07
1630 0.194583 1.075
1631 0.194635 1.07
1632 0.194688 1.07
1633 0.19474 1.065
1634 0.194792 1.07
1635 0.19485 1.075
1636 0.194908 1.08
1637 0.194973 1.075
1638 0.195037 1.07
1639 0.195101 1.065
1640 0.195171 1.06
1641 0.195253 1.065
1642 0.195341 1.07
1643 0.195429 1.07
1644 0.195511 1.075
1645 0.195587 1.08
1646 0.195662 1.075
1647 0.195738 1.07
1648 0.195813 1.065
1649 0.195882 1.06
1650 0.195939 1.055
1651 0.196008 1.05
1652 0.196084 1.045
1653 0.196165 1.05
1654 0.196239 1.045
1655 0.196302 1.05
1656 0.196365 1.055
1657 0.196415 1.05
1658 0.196478 1.045
1659 0.196546 1.05
1660 0.196614 1.05
1661 0.196671 1.045
1662 0.196727 1.045
1663 0.196789 1.04
1664 0.196857 1.035
1665 0.196925 1.04
1666 0.196993 1.04
1667 0.197061 1.045
1668 0.197128 1.04
1669 0.197196 1.04
1670 0.197263 1.045
1671 0.197337 1.04
1672 0.197398 1.035
1673 0.197454 1.04
1674 0.197509 1.04
1675 0.197564 1.04
1676 0.197619 1.045
1677 0.197668 1.04
1678 0.197718 1.04
1679 0.197767 1.04
1680 0.19781 1.035
1681 0.197841 1.03
1682 0.197872 1.025
1683 0.197903 1.025
1684 0.197928 1.02
1685 0.197953 1.015
1686 0.197977 1.01
1687 0.198008 1.015
1688 0.198039 1.01
1689 0.19807 1.01
1690 0.198107 1.015
1691 0.198143 1.02
1692 0.19818 1.015
1693 0.198216 1.01
1694 0.198253 1.01
1695 0.198289 1.005
1696 0.198325 1.01
1697 0.198362 1.01
1698 0.198398 1.005
1699 0.198434 1
1700 0.198465 0.995
1701 0.198483 1
1702 0.198502 0.995
1703 0.198514 1
1704 0.198527 1
1705 0.198528 1.005
1706 0.198529 1
1707 0.19853 1.005
1708 0.198525 1.01
1709 0.198525 1.005
1710 0.19852 1.01
1711 0.198515 1.01
1712 0.198511 1.015
1713 0.198506 1.015
1714 0.198506 1.01
1715 0.198507 1.005
1716 0.198514 1.01
1717 0.198521 1.01
1718 0.198539 1.005
1719 0.198551 1.01
1720 0.198564 1.005
1721 0.198588 1
1722 0.198618 1.005
1723 0.198648 1.01
1724 0.198672 1.015
1725 0.198696 1.02
1726 0.198714 1.015
1727 0.198732 1.015
1728 0.19875 1.02
1729 0.19878 1.025
1730 0.198803 1.02
1731 0.198833 1.015
1732 0.198863 1.02
1733 0.198892 1.015
1734 0.198922 1.01
1735 0.198945 1.005
1736 0.198975 1
1737 0.198998 0.995
1738 0.199022 1
1739 0.199045 0.995
1740 0.199069 1
1741 0.199092 0.995
1742 0.199116 1
1743 0.199139 1
1744 0.199163 1.005
1745 0.199181 1
1746 0.199192 1.005
1747 0.199216 1.01
1748 0.199228 1.005
1749 0.19924 1.005
1750 0.199251 1.01
1751 0.199263 1.005
1752 0.199269 1
1753 0.199276 1
1754 0.199282 0.995
1755 0.199288 0.99
1756 0.199288 0.995
1757 0.199289 0.995
1758 0.199289 0.99
1759 0.199289 0.995
1760 0.19929 0.99
1761 0.199279 0.985
1762 0.199279 0.99
1763 0.19928 0.99
1764 0.19928 0.995
1765 0.19928 0.99
1766 0.199287 0.995
1767 0.199293 1
1768 0.199299 1.005
1769 0.199305 1.01
1770 0.199305 1.005
1771 0.199311 1
1772 0.199312 0.995
1773 0.199318 0.99
1774 0.199318 0.985
1775 0.199324 0.98
1776 0.199336 0.985
1777 0.199353 0.99
1778 0.19937 0.985
1779 0.199387 0.985
1780 0.199404 0.98
1781 0.199422 0.985
1782 0.199433 0.99
1783 0.199439 0.995
1784 0.199439 0.99
1785 0.19944 0.995
1786 0.19944 0.99
1787 0.19944 0.995
1788 0.199441 1
1789 0.199435 1.005
1790 0.19943 1.01
1791 0.199419 1.015
1792 0.199414 1.01
1793 0.199414 1.005
1794 0.199415 1.01
1795 0.199409 1.005
1796 0.199404 1.005
1797 0.199388 1.01
1798 0.199383 1.005
1799 0.199383 1.01
1800 0.199383 1.015
1801 0.199384 1.015
1802 0.199384 1.01
1803 0.199384 1.005
1804 0.199385 1.01
1805 0.199385 1.015
1806 0.199385 1.02
1807 0.199386 1.02
1808 0.199375 1.015
1809 0.199359 1.01
1810 0.199343 1.015
1811 0.199326 1.02
1812 0.199316 1.025
1813 0.199311 1.02
1814 0.1993 1.015
1815 0.199289 1.01
1816 0.199284 1.015
1817 0.199285 1.01
1818 0.199285 1.015
1819 0.199285 1.02
1820 0.19928 1.015
1821 0.199275 1.015
1822 0.199276 1.01
1823 0.199276 1.005
1824 0.199282 1.01
1825 0.199288 1.015
1826 0.199294 1.015
1827 0.199299 1.01
1828 0.199305 1.015
1829 0.199311 1.01
1830 0.199317 1.005
1831 0.199323 1.01
1832 0.199329 1.015
1833 0.199334 1.02
1834 0.19934 1.02
1835 0.199351 1.025
1836 0.199368 1.03
1837 0.199385 1.025
1838 0.199396 1.03
1839 0.199402 1.025
1840 0.199402 1.02
1841 0.199402 1.025
1842 0.199403 1.03
1843 0.199403 1.035
1844 0.199403 1.03
1845 0.199404 1.035
1846 0.199399 1.03
1847 0.199399 1.025
1848 0.199399 1.02
1849 0.1994 1.015
1850 0.1994 1.015
1851 0.199406 1.02
1852 0.199422 1.015
1853 0.199444 1.01
1854 0.199461 1.005
1855 0.199477 1.01
1856 0.199494 1.01
1857 0.199505 1.005
1858 0.199516 1.01
1859 0.199527 1.005
1860 0.199532 1
1861 0.199538 0.995
1862 0.199544 0.99
1863 0.199549 0.99
1864 0.199555 0.99
1865 0.19956 0.995
1866 0.199566 0.99
1867 0.199577 0.995
1868 0.199582 0.99
1869 0.199588 0.985
1870 0.199594 0.985
1871 0.199594 0.99
1872 0.199605 0.995
1873 0.199616 0.995
1874 0.199626 0.995
1875 0.199627 0.99
1876 0.199627 0.985
1877 0.199627 0.99
1878 0.199627 0.99
1879 0.199638 0.985
1880 0.199644 0.98
1881 0.199649 0.985
1882 0.19966 0.99
1883 0.199671 0.99
1884 0.199687 0.995
1885 0.199703 0.995
1886 0.199719 1
1887 0.199735 1.005
1888 0.199751 1.005
1889 0.199767 1
1890 0.199783 0.995
1891 0.199799 0.99
1892 0.19982 0.995
1893 0.199831 0.99
1894 0.199842 0.985
1895 0.199858 0.99
1896 0.199873 0.99
1897 0.199889 0.99
1898 0.1999 0.995
1899 0.199916 0.99
1900 0.199932 0.995
1901 0.199953 0.99
1902 0.199963 0.985
1903 0.199974 0.99
1904 0.199989 0.995
1905 0.200005 0.99
1906 0.200016 0.985
1907 0.200026 0.98
1908 0.200037 0.975
1909 0.200047 0.98
1910 0.200063 0.985
1911 0.200078 0.99
1912 0.200094 0.985
1913 0.20011 0.985
1914 0.200125 0.985
1915 0.200136 0.98
1916 0.200146 0.975
1917 0.200156 0.98
1918 0.200177 0.985
1919 0.200193 0.99
1920 0.200208 0.99
1921 0.200224 0.985
1922 0.200245 0.98
1923 0.200265 0.985
1924 0.200281 0.99
1925 0.200301 0.985
1926 0.200327 0.99
1927 0.200353 0.995
1928 0.200373 0.99
1929 0.200389 0.995
1930 0.200399 1
1931 0.200399 0.995
1932 0.200399 0.99
1933 0.200398 0.995
1934 0.200403 0.99
1935 0.200413 0.995
1936 0.200429 1
1937 0.200444 1.005
1938 0.200459 1
1939 0.200474 1.005
1940 0.200485 1
1941 0.200495 1.005
1942 0.200505 1.01
1943 0.20052 1.015
1944 0.20054 1.02
1945 0.20056 1.02
1946 0.200581 1.02
1947 0.200596 1.015
1948 0.200621 1.01
1949 0.200652 1.015
1950 0.200687 1.01
1951 0.200723 1.005
1952 0.200758 1.01
1953 0.200789 1.015
1954 0.200819 1.01
1955 0.200844 1.005
1956 0.200869 1
1957 0.200899 0.995
1958 0.200924 1
1959 0.200955 1.005
1960 0.200985 1.01
1961 0.201015 1.005
1962 0.20104 1.01
1963 0.201065 1.005
1964 0.201085 1
1965 0.201099 1.005
1966 0.201124 1
1967 0.201149 0.995
1968 0.201174 0.995
1969 0.201204 1
1970 0.201234 1.005
1971 0.201253 1.01
1972 0.201283 1.015
1973 0.201303 1.01
1974 0.201322 1.01
1975 0.201352 1.005
1976 0.201377 1
1977 0.201401 0.995
1978 0.201421 1
1979 0.20144 1.005
1980 0.20146 1.01
1981 0.201484 1.005
1982 0.201509 1
1983 0.201528 0.995
1984 0.201547 0.995
1985 0.201572 0.99
1986 0.201596 0.995
1987 0.20161 0.99
1988 0.201625 0.985
1989 0.201644 0.99
1990 0.201663 0.99
1991 0.201678 0.985
1992 0.201692 0.98
1993 0.201706 0.975
1994 0.20172 0.97
1995 0.201724 0.965
1996 0.201728 0.96
1997 0.201733 0.955
1998 0.201732 0.95
1999 0.201726 0.945
2000 0.20172 0.95
2001 0.201709 0.945
2002 0.201698 0.95
2003 0.201692 0.955
2004 0.201677 0.95
2005 0.201666 0.945
2006 0.20166 0.95
2007 0.201659 0.945
2008 0.201658 0.945
2009 0.201658 0.94
2010 0.201652 0.935
2011 0.201646 0.93
2012 0.201645 0.935
2013 0.201639 0.94
2014 0.201634 0.94
2015 0.201628 0.945
2016 0.201627 0.95
2017 0.201626 0.95
2018 0.201625 0.95
2019 0.201625 0.955
2020 0.201629 0.96
2021 0.201633 0.96
2022 0.201637 0.96
2023 0.201646 0.955
2024 0.20166 0.96
2025 0.201674 0.96
2026 0.201693 0.965
2027 0.201712 0.965
2028 0.201731 0.965
2029 0.201745 0.97
2030 0.201764 0.975
2031 0.201787 0.97
2032 0.201811 0.965
2033 0.201835 0.97
2034 0.201858 0.975
2035 0.201882 0.975
2036 0.201906 0.975
2037 0.201929 0.97
2038 0.201953 0.965
2039 0.201976 0.96
2040 0.202005 0.965
2041 0.202033 0.965
2042 0.202057 0.96
2043 0.202085 0.965
2044 0.202114 0.965
2045 0.202147 0.97
2046 0.20218 0.97
2047 0.202218 0.975
2048 0.202256 0.98
2049 0.202294 0.98
2050 0.202327 0.975
2051 0.20236 0.97
2052 0.202398 0.975
2053 0.202435 0.975
2054 0.202473 0.98
2055 0.202511 0.98
2056 0.202554 0.985
2057 0.202601 0.98
2058 0.202648 0.975
2059 0.202695 0.98
2060 0.202743 0.985
2061 0.20279 0.98
2062 0.202837 0.985
2063 0.202884 0.99
2064 0.202931 0.99
2065 0.202978 0.995
2066 0.203025 1
2067 0.203072 1
2068 0.203119 1
2069 0.203166 1
2070 0.203208 1.005
2071 0.203254 1
2072 0.203301 1.005
2073 0.203348 1
2074 0.203394 1
2075 0.203446 0.995
2076 0.203497 0.995
2077 0.203548 1
2078 0.203595 1.005
2079 0.203641 1
2080 0.203688 0.995
2081 0.203734 0.995
2082 0.20378 0.99
2083 0.203826 0.99
2084 0.203877 0.985
2085 0.203928 0.99
2086 0.203974 0.995
2087 0.20402 1
2088 0.204066 1
2089 0.204107 1.005
2090 0.204148 1.01
2091 0.204189 1.01
2092 0.20423 1.015
2093 0.204271 1.02
2094 0.204312 1.025
2095 0.204353 1.025
2096 0.204389 1.02
2097 0.204421 1.015
2098 0.204452 1.015
2099 0.204488 1.01
2100 0.204519 1.015
2101 0.20455 1.01
2102 0.204581 1.005
2103 0.204608 1.01
2104 0.204634 1.015
2105 0.20466 1.015
2106 0.204687 1.01
2107 0.204708 1.005
2108 0.20473 1.005
2109 0.204751 1.005
2110 0.204773 1
2111 0.204794 1.005
2112 0.204825 1.01
2113 0.204856 1.005
2114 0.204886 1.005
2115 0.204917 1
2116 0.204948 1.005
2117 0.204983 1
2118 0.205019 1
2119 0.205054 0.995
2120 0.20509 1
2121 0.20513 0.995
2122 0.20517 0.99
2123 0.20521 0.99
2124 0.205254 0.985
2125 0.205299 0.985
2126 0.205343 0.99
2127 0.205383 0.995
2128 0.205414 0.99
2129 0.205439 0.985
2130 0.205465 0.98
2131 0.20549 0.985
2132 0.205521 0.98
2133 0.205556 0.975
2134 0.20559 0.97
2135 0.205616 0.965
2136 0.205641 0.965
2137 0.205667 0.96
2138 0.205692 0.955
2139 0.205722 0.95
2140 0.205752 0.945
2141 0.205782 0.945
2142 0.205808 0.94
2143 0.205833 0.94
2144 0.205858 0.935
2145 0.205883 0.94
2146 0.205909 0.94
2147 0.205934 0.945
2148 0.205959 0.95
2149 0.205989 0.955
2150 0.206019 0.96
2151 0.206044 0.955
2152 0.206064 0.96
2153 0.206085 0.955
2154 0.206105 0.96
2155 0.206121 0.955
2156 0.206136 0.95
2157 0.206147 0.955
2158 0.206158 0.95
2159 0.20617 0.945
2160 0.206185 0.94
2161 0.206196 0.935
2162 0.206203 0.94
2163 0.206209 0.945
2164 0.206215 0.95
2165 0.206222 0.945
2166 0.206233 0.95
2167 0.206244 0.955
2168 0.206255 0.96
2169 0.206266 0.965
2170 0.206272 0.96
2171 0.206278 0.965
2172 0.206294 0.97
2173 0.206314 0.975
2174 0.206339 0.98
2175 0.206354 0.975
2176 0.206369 0.975
2177 0.206385 0.98
2178 0.2064 0.985
2179 0.206416 0.99
2180 0.206431 0.99
2181 0.206447 0.985
2182 0.206457 0.99
2183 0.206464 0.995
2184 0.20647 1
2185 0.206476 1.005
2186 0.206487 1
2187 0.206497 1
2188 0.206504 0.995
2189 0.206501 0.99
2190 0.206507 0.995
2191 0.206513 1
2192 0.206519 1.005
2193 0.206534 1.01
2194 0.20655 1.005
2195 0.20656 1.01
2196 0.206576 1.005
2197 0.206586 1.01
2198 0.206597 1.01
2199 0.206612 1.005
2200 0.206627 1.01
2201 0.206642 1.015
2202 0.206653 1.02
2203 0.206668 1.015
2204 0.206683 1.02
2205 0.206698 1.025
2206 0.206714 1.02
2207 0.206729 1.015
2208 0.206744 1.01
2209 0.206763 1.015
2210 0.206792 1.01
2211 0.206825 1.005
2212 0.206858 1
2213 0.206891 1
2214 0.206924 1.005
2215 0.206957 1
2216 0.206995 0.995
2217 0.207037 1
2218 0.207078 0.995
2219 0.20712 0.995
2220 0.207167 0.99
2221 0.207217 0.985
2222 0.207268 0.98
2223 0.207319 0.985
2224 0.207374 0.99
2225 0.207429 0.99
2226 0.20748 0.985
2227 0.20753 0.985
2228 0.207585 0.99
2229 0.207645 0.995
2230 0.207704 0.995
2231 0.207768 1
2232 0.207832 1
2233 0.207891 0.995
2234 0.20795 0.995
2235 0.208013 1
2236 0.208077 1.005
2237 0.20814 1.005
2238 0.208199 1.01
2239 0.208258 1.005
2240 0.208313 1.01
2241 0.208367 1.015
2242 0.208417 1.01
2243 0.208466 1.01
2244 0.208516 1.015
2245 0.208566 1.015
2246 0.208615 1.01
2247 0.208665 1.015
2248 0.208714 1.01
2249 0.208764 1.015
2250 0.208813 1.015
2251 0.208863 1.015
2252 0.208903 1.01
2253 0.208935 1.015
2254 0.208966 1.01
2255 0.208998 1.015
2256 0.209029 1.02
2257 0.209061 1.02
2258 0.209097 1.015
2259 0.209137 1.02
2260 0.209177 1.02
2261 0.209217 1.02
2262 0.209266 1.015
2263 0.209315 1.015
2264 0.209364 1.015
2265 0.209417 1.01
2266 0.20947 1.005
2267 0.209524 1
2268 0.209572 1.005
2269 0.209625 1
2270 0.209678 0.995
2271 0.209731 0.99
2272 0.209789 0.985
2273 0.209846 0.985
2274 0.209903 0.985
2275 0.209956 0.98
2276 0.210018 0.985
2277 0.210079 0.99
2278 0.210145 0.995
2279 0.210211 0.995
2280 0.210276 0.99
2281 0.210342 0.985
2282 0.210412 0.99
2283 0.210477 0.995
2284 0.210543 0.99
2285 0.210608 0.99
2286 0.210674 0.985
2287 0.210735 0.98
2288 0.2108 0.975
2289 0.210861 0.98
2290 0.210913 0.985
2291 0.210965 0.985
2292 0.211021 0.99
2293 0.211073 0.995
2294 0.211125 0.995
2295 0.211176 0.99
2296 0.211224 0.995
2297 0.211267 1
2298 0.211314 1.005
2299 0.211366 1
2300 0.211417 1
2301 0.211469 1
2302 0.21152 0.995
2303 0.211576 1
2304 0.211628 0.995
2305 0.211688 0.99
2306 0.211752 0.995
2307 0.211816 0.995
2308 0.211889 1
2309 0.211958 1.005
2310 0.212026 1
2311 0.212094 1
2312 0.212163 1.005
2313 0.212231 1.01
2314 0.212299 1.01
2315 0.212367 1.015
2316 0.212435 1.02
2317 0.212499 1.015
2318 0.212563 1.02
2319 0.21263 1.015
2320 0.212698 1.01
2321 0.21277 1.005
2322 0.212842 1
2323 0.212914 1
2324 0.212986 1.005
2325 0.213058 1.01
2326 0.213121 1.015
2327 0.21318 1.01
2328 0.213243 1.005
2329 0.213302 1.01
2330 0.213361 1.015
2331 0.213423 1.02
2332 0.213486 1.02
2333 0.213549 1.015
2334 0.213612 1.015
2335 0.213675 1.02
2336 0.213737 1.02
2337 0.2138 1.015
2338 0.213862 1.01
2339 0.21392 1.015
2340 0.213979 1.01
2341 0.214037 1.015
2342 0.214095 1.02
2343 0.214153 1.025
2344 0.214206 1.02
2345 0.214264 1.025
2346 0.214327 1.02
2347 0.214384 1.015
2348 0.214442 1.01
2349 0.2145 1.01
2350 0.214557 1.01
2351 0.214619 1.005
2352 0.214677 1.01
2353 0.214734 1.015
2354 0.214792 1.01
2355 0.214849 1.015
2356 0.214907 1.01
2357 0.21496 1.005
2358 0.215017 1.01
2359 0.215078 1.015
2360 0.21514 1.015
2361 0.215205 1.01
2362 0.215271 1.005
2363 0.215336 1
2364 0.215402 0.995
2365 0.215471 1
2366 0.215541 0.995
2367 0.21561 0.995
2368 0.21568 1
2369 0.215749 1.005
2370 0.215819 1
2371 0.215892 1.005
2372 0.215965 1.005
2373 0.216039 1.01
2374 0.216116 1.005
2375 0.216198 1.01
2376 0.216279 1.01
2377 0.216365 1.015
2378 0.216447 1.02
2379 0.216528 1.025
2380 0.216601 1.03
2381 0.216674 1.03
2382 0.216746 1.035
2383 0.216811 1.03
2384 0.216875 1.03
2385 0.216939 1.025
2386 0.217008 1.03
2387 0.217072 1.025
2388 0.21714 1.02
2389 0.217204 1.025
2390 0.217268 1.025
2391 0.217332 1.025
2392 0.217395 1.025
2393 0.217459 1.03
2394 0.217523 1.03
2395 0.217582 1.025
2396 0.217642 1.03
2397 0.217705 1.035
2398 0.217769 1.03
2399 0.217832 1.03
