Time,x_num,y_num,z_num,x_ana,y_ana,z_ana
44.94,20,0,20,4.52,29.94,-0.1431
44.99,20,0,20,8.146,30.43,-0.1782
45.05,20,0,20,11.8,30.48,-0.2134
45.1,20,0,20,15.44,30.09,-0.2485
45.15,20,0,20,19.01,29.26,-0.2836
45.2,20,0,20,22.45,28.01,-0.3188
45.25,20,0,20,25.71,26.36,-0.3539
45.3,20,0,20,28.76,24.33,-0.3891
45.35,20,0,20,31.53,21.95,-0.4242
45.4,20,0,20,34,19.25,-0.4593
45.45,20,0,20,36.13,16.27,-0.4945
45.5,20,0,20,37.88,13.06,-0.5296
45.55,20,0,20,39.24,9.662,-0.5647
45.6,20,0,20,40.18,6.126,-0.5999
45.65,20,0,20,40.68,2.502,-0.635
45.7,20,0,20,40.75,-1.156,-0.6701
45.75,20,0,20,40.38,-4.796,-0.7052
45.8,20,0,20,39.57,-8.364,-0.7404
45.85,20,0,20,38.34,-11.81,-0.7755
45.9,20,0,20,36.7,-15.08,-0.8106
45.95,20,0,20,34.68,-18.13,-0.8457
46,20,0,20,32.31,-20.92,-0.8808
46.05,20,0,20,29.62,-23.4,-0.9159
46.1,20,0,20,26.66,-25.55,-0.951
46.15,20,0,20,23.45,-27.31,-0.9861
46.2,20,0,20,20.06,-28.69,-1.021
46.25,20,0,20,16.53,-29.64,-1.056
46.3,20,0,20,12.91,-30.16,-1.091
46.35,20,0,20,9.249,-30.24,-1.127
46.4,20,0,20,5.607,-29.89,-1.162
46.45,20,0,20,2.035,-29.09,-1.197
46.5,20,0,20,-1.416,-27.88,-1.232
46.55,20,0,20,-4.696,-26.26,-1.267
46.6,20,0,20,-7.757,-24.25,-1.302
46.65,20,0,20,-10.56,-21.89,-1.337
46.7,20,0,20,-13.05,-19.22,-1.372
46.75,20,0,20,-15.21,-16.26,-1.407
46.8,20,0,20,-16.99,-13.07,-1.442
46.85,20,0,20,-18.38,-9.68,-1.477
46.9,20,0,20,-19.35,-6.151,-1.512
46.95,20,0,20,-19.88,-2.532,-1.547
47,20,0,20,-19.98,1.126,-1.582
47.05,20,0,20,-19.64,4.769,-1.617
47.1,20,0,20,-18.87,8.345,-1.652
47.15,20,0,20,-17.67,11.8,-1.687
47.2,20,0,20,-16.06,15.09,-1.722
47.25,20,0,20,-14.07,18.16,-1.757
47.3,20,0,20,-11.73,20.97,-1.792
47.35,20,0,20,-9.061,23.48,-1.827
47.4,20,0,20,-6.114,25.64,-1.862
47.45,20,0,20,-2.927,27.44,-1.897
47.5,20,0,20,0.4527,28.85,-1.932
47.55,20,0,20,3.976,29.83,-1.967
47.6,20,0,20,7.593,30.39,-2.002
47.65,20,0,20,11.25,30.5,-2.037
47.7,20,0,20,14.89,30.18,-2.072
47.75,20,0,20,18.47,29.42,-2.107
47.8,20,0,20,21.94,28.24,-2.142
47.85,20,0,20,25.23,26.64,-2.177
47.9,20,0,20,28.31,24.67,-2.212
47.95,20,0,20,31.13,22.34,-2.247
48,20,0,20,33.65,19.68,-2.282
48.05,20,0,20,35.83,16.75,-2.317
48.1,20,0,20,37.64,13.57,-2.352
48.15,20,0,20,39.06,10.19,-2.387
48.2,20,0,20,40.06,6.675,-2.421
48.25,20,0,20,40.63,3.061,-2.456
48.3,20,0,20,40.77,-0.5951,-2.491
48.35,20,0,20,40.46,-4.241,-2.526
48.4,20,0,20,39.72,-7.824,-2.561
48.45,20,0,20,38.55,-11.29,-2.596
48.5,20,0,20,36.97,-14.59,-2.631
48.55,20,0,20,35.01,-17.68,-2.665
48.6,20,0,20,32.69,-20.51,-2.7
48.65,20,0,20,30.05,-23.04,-2.735
48.7,20,0,20,27.12,-25.24,-2.77
48.75,20,0,20,23.95,-27.06,-2.805
48.8,20,0,20,20.59,-28.5,-2.84
48.85,20,0,20,17.07,-29.52,-2.874
48.9,20,0,20,13.46,-30.1,-2.909
48.95,20,0,20,9.803,-30.25,-2.944
49,20,0,20,6.156,-29.96,-2.979
49.05,20,0,20,2.57,-29.24,-3.013
49.1,20,0,20,-0.9032,-28.08,-3.048
49.15,20,0,20,-4.212,-26.52,-3.083
49.2,20,0,20,-7.31,-24.57,-3.118
49.25,20,0,20,-10.15,-22.27,-3.152
49.3,20,0,20,-12.69,-19.64,-3.187
49.35,20,0,20,-14.9,-16.72,-3.222
49.4,20,0,20,-16.74,-13.56,-3.256
49.45,20,0,20,-18.19,-10.2,-3.291
49.5,20,0,20,-19.23,-6.686,-3.326
49.55,20,0,20,-19.83,-3.077,-3.36
49.6,20,0,20,-20,0.5782,-3.395
49.65,20,0,20,-19.72,4.227,-3.43
49.7,20,0,20,-19.01,7.817,-3.464
49.75,20,0,20,-17.88,11.29,-3.499
49.8,20,0,20,-16.33,14.61,-3.533
49.85,20,0,20,-14.4,17.72,-3.568
49.9,20,0,20,-12.1,20.57,-3.603
49.95,20,0,20,-9.484,23.12,-3.637
