MC-cycles <epsilon> <|m|>
1122 0.0332175 0.925
1123 0.0333749 0.93
1124 0.033532 0.93
1125 0.0336889 0.93
1126 0.0338544 0.935
1127 0.0340195 0.94
1128 0.0341755 0.935
1129 0.0343313 0.93
1130 0.0344867 0.925
1131 0.0346419 0.92
1132 0.0347968 0.925
1133 0.0349603 0.93
1134 0.0351235 0.925
1135 0.0352775 0.92
1136 0.0354401 0.925
1137 0.0356025 0.925
1138 0.0357557 0.93
1139 0.0358999 0.935
1140 0.0360526 0.93
1141 0.0362051 0.935
1142 0.0363573 0.94
1143 0.0365092 0.94
1144 0.0366608 0.935
1145 0.0368122 0.935
1146 0.0369634 0.93
1147 0.0371142 0.935
1148 0.0372561 0.93
1149 0.0373977 0.935
1150 0.0375391 0.935
1151 0.0376803 0.94
1152 0.0378212 0.945
1153 0.0379705 0.94
1154 0.0381023 0.935
1155 0.0382424 0.94
1156 0.0383824 0.945
1157 0.038522 0.945
1158 0.0386788 0.95
1159 0.0388352 0.945
1160 0.0389914 0.945
1161 0.0391559 0.95
1162 0.0393115 0.955
1163 0.0394669 0.955
1164 0.0396392 0.95
1165 0.0398112 0.95
1166 0.0399828 0.95
1167 0.0401628 0.955
1168 0.0403339 0.96
1169 0.0405133 0.965
1170 0.0406838 0.97
1171 0.0408711 0.965
1172 0.041058 0.965
1173 0.0412447 0.97
1174 0.0414225 0.975
1175 0.041583 0.98
1176 0.0417517 0.985
1177 0.0419201 0.98
1178 0.0420968 0.975
1179 0.0422731 0.97
1180 0.0424407 0.975
1181 0.042608 0.97
1182 0.042775 0.97
1183 0.0429417 0.97
1184 0.0431166 0.975
1185 0.0432911 0.97
1186 0.0434739 0.975
1187 0.0436479 0.97
1188 0.0438215 0.965
1189 0.0439865 0.97
1190 0.0441513 0.97
1191 0.0443157 0.965
1192 0.0444799 0.96
1193 0.0446438 0.96
1194 0.044799 0.955
1195 0.044954 0.96
1196 0.0451087 0.955
1197 0.0452632 0.96
1198 0.0454174 0.955
1199 0.0455713 0.96
1200 0.0457333 0.955
1201 0.0459034 0.95
1202 0.0460815 0.955
1203 0.0462677 0.95
1204 0.0464452 0.945
1205 0.0466224 0.94
1206 0.0467993 0.945
1207 0.046976 0.945
1208 0.0471523 0.945
1209 0.0473284 0.945
1210 0.0475041 0.945
1211 0.0476796 0.94
1212 0.0478548 0.935
1213 0.0480297 0.93
1214 0.0482043 0.925
1215 0.0483786 0.925
1216 0.0485444 0.93
1217 0.0487099 0.93
1218 0.0488752 0.935
1219 0.0490402 0.93
1220 0.0491967 0.935
1221 0.049353 0.94
1222 0.049509 0.94
1223 0.0496811 0.945
1224 0.0498529 0.945
1225 0.0500245 0.945
1226 0.0501876 0.94
1227 0.0503504 0.945
1228 0.0505212 0.94
1229 0.0506916 0.94
1230 0.0508618 0.94
1231 0.0510479 0.945
1232 0.0512338 0.95
1233 0.0514193 0.945
1234 0.0516045 0.945
1235 0.0517895 0.94
1236 0.051966 0.945
1237 0.0521423 0.945
1238 0.0523183 0.94
1239 0.0524939 0.945
1240 0.0526774 0.95
1241 0.0528606 0.945
1242 0.0530354 0.94
1243 0.0531939 0.935
1244 0.0533601 0.94
1245 0.0535261 0.935
1246 0.0536918 0.93
1247 0.0538653 0.935
1248 0.0540385 0.935
1249 0.0542114 0.94
1250 0.054376 0.935
1251 0.0545404 0.935
1252 0.0547045 0.935
1253 0.0548683 0.93
1254 0.0550319 0.925
1255 0.0551952 0.925
1256 0.0553503 0.92
1257 0.0555131 0.925
1258 0.0556757 0.92
1259 0.055838 0.92
1260 0.056 0.92
1261 0.0561618 0.925
1262 0.0563312 0.93
1263 0.0565004 0.93
1264 0.0566772 0.935
1265 0.0568538 0.935
1266 0.05703 0.935
1267 0.057206 0.93
1268 0.0573738 0.935
1269 0.0575571 0.94
1270 0.0577323 0.935
1271 0.0579072 0.93
1272 0.0580818 0.925
1273 0.0582561 0.925
1274 0.0584301 0.93
1275 0.0586039 0.925
1276 0.0587931 0.92
1277 0.0589742 0.915
1278 0.0591549 0.91
1279 0.0593198 0.905
1280 0.0594766 0.9
1281 0.0596331 0.905
1282 0.0597894 0.9
1283 0.0599454 0.9
1284 0.060109 0.905
1285 0.0602724 0.9
1286 0.060451 0.895
1287 0.0606294 0.895
1288 0.0608152 0.89
1289 0.060993 0.895
1290 0.0611705 0.9
1291 0.06134 0.905
1292 0.0615093 0.905
1293 0.0616628 0.9
1294 0.0618161 0.905
1295 0.0619768 0.91
1296 0.0621451 0.905
1297 0.062313 0.9
1298 0.0624884 0.905
1299 0.0626636 0.905
1300 0.0628538 0.91
1301 0.0630438 0.91
1302 0.0632412 0.905
1303 0.0634382 0.91
1304 0.063635 0.91
1305 0.0638161 0.915
1306 0.0639893 0.91
1307 0.0641546 0.905
1308 0.0643119 0.9
1309 0.0644843 0.905
1310 0.0646565 0.9
1311 0.0648284 0.9
1312 0.0650076 0.895
1313 0.0651866 0.9
1314 0.0653653 0.905
1315 0.0655437 0.9
1316 0.0657219 0.895
1317 0.0658998 0.89
1318 0.0660926 0.885
1319 0.0662926 0.89
1320 0.0664924 0.885
1321 0.0666995 0.89
1322 0.0669062 0.885
1323 0.0671277 0.89
1324 0.0673489 0.89
1325 0.0675698 0.885
1326 0.0677828 0.88
1327 0.0679955 0.88
1328 0.0682154 0.885
1329 0.0684349 0.885
1330 0.0686617 0.89
1331 0.0688956 0.885
1332 0.0691291 0.89
1333 0.0693623 0.885
1334 0.0695877 0.88
1335 0.0698127 0.875
1336 0.0700449 0.88
1337 0.0702767 0.88
1338 0.0705082 0.875
1339 0.0707394 0.88
1340 0.0709701 0.885
1341 0.0712006 0.88
1342 0.0714232 0.875
1343 0.071653 0.88
1344 0.0718899 0.885
1345 0.0721264 0.885
1346 0.0723477 0.89
1347 0.0725835 0.895
1348 0.0728264 0.89
1349 0.0730615 0.885
1350 0.0732963 0.89
1351 0.0735307 0.89
1352 0.07375 0.885
1353 0.073969 0.89
1354 0.0741802 0.895
1355 0.0743911 0.895
1356 0.0745944 0.9
1357 0.0748047 0.905
1358 0.0750147 0.91
1359 0.0752171 0.905
1360 0.0754118 0.91
1361 0.0756209 0.905
1362 0.0758297 0.905
1363 0.0760382 0.905
1364 0.0762463 0.91
1365 0.0764469 0.905
1366 0.0766471 0.9
1367 0.0768544 0.905
1368 0.0770614 0.9
1369 0.0772681 0.9
1370 0.0774745 0.895
1371 0.0776805 0.9
1372 0.0778863 0.895
1373 0.0780918 0.9
1374 0.0782969 0.895
1375 0.0785018 0.895
1376 0.0786919 0.89
1377 0.0788816 0.89
1378 0.0790711 0.895
1379 0.0792603 0.9
1380 0.0794565 0.905
1381 0.0796524 0.91
1382 0.079848 0.905
1383 0.0800434 0.9
1384 0.0802384 0.9
1385 0.0804332 0.9
1386 0.0806277 0.9
1387 0.0808219 0.9
1388 0.0810086 0.895
1389 0.0811807 0.89
1390 0.0813597 0.885
1391 0.0815385 0.89
1392 0.081717 0.885
1393 0.081888 0.89
1394 0.082066 0.895
1395 0.0822437 0.895
1396 0.0824212 0.9
1397 0.0825984 0.905
1398 0.0827897 0.91
1399 0.0829878 0.905
1400 0.0831857 0.905
1401 0.0833833 0.91
1402 0.0835735 0.905
1403 0.0837634 0.9
1404 0.083953 0.895
1405 0.0841423 0.9
1406 0.0843314 0.9
1407 0.0845203 0.9
1408 0.0847088 0.9
1409 0.0848829 0.895
1410 0.0850426 0.9
1411 0.0851949 0.905
1412 0.0853612 0.91
1413 0.0855272 0.915
1414 0.085686 0.91
1415 0.0858445 0.915
1416 0.0860028 0.915
1417 0.086168 0.92
1418 0.086347 0.925
1419 0.0865257 0.92
1420 0.0866972 0.925
1421 0.0868684 0.925
1422 0.0870394 0.925
1423 0.0872171 0.92
1424 0.0873947 0.925
1425 0.0875719 0.93
1426 0.0877419 0.935
1427 0.0879187 0.93
1428 0.0880882 0.925
1429 0.0882645 0.93
1430 0.0884336 0.925
1431 0.0885884 0.93
1432 0.088743 0.93
1433 0.0888835 0.925
1434 0.0890237 0.925
1435 0.0891638 0.925
1436 0.0892897 0.92
1437 0.0894154 0.925
1438 0.089548 0.93
1439 0.0896873 0.935
1440 0.0898194 0.93
1441 0.0899514 0.93
1442 0.0900902 0.935
1443 0.0902218 0.93
1444 0.0903532 0.93
1445 0.0904844 0.93
1446 0.0906155 0.93
1447 0.0907533 0.925
1448 0.0908909 0.925
1449 0.0910283 0.93
1450 0.0911655 0.93
1451 0.0913025 0.93
1452 0.0914325 0.935
1453 0.0915554 0.94
1454 0.0916781 0.94
1455 0.0918007 0.945
1456 0.0919093 0.94
1457 0.0920178 0.945
1458 0.0921331 0.94
1459 0.0922618 0.945
1460 0.0923836 0.94
1461 0.0924983 0.945
1462 0.0926197 0.95
1463 0.0927409 0.945
1464 0.0928552 0.95
1465 0.0929693 0.945
1466 0.09309 0.94
1467 0.0932106 0.94
1468 0.0933379 0.935
1469 0.0934649 0.94
1470 0.0935986 0.945
1471 0.0937322 0.95
1472 0.0938655 0.955
1473 0.0939919 0.95
1474 0.094118 0.95
1475 0.0942441 0.945
1476 0.0943767 0.95
1477 0.0945091 0.955
1478 0.0946414 0.955
1479 0.0947735 0.955
1480 0.0949054 0.95
1481 0.0950371 0.955
1482 0.0951687 0.96
1483 0.0953001 0.965
1484 0.095438 0.97
1485 0.0955758 0.965
1486 0.0957133 0.96
1487 0.0958574 0.955
1488 0.0959946 0.95
1489 0.0961451 0.945
1490 0.0962953 0.95
1491 0.0964453 0.95
1492 0.0965885 0.945
1493 0.0967314 0.94
1494 0.0968675 0.945
1495 0.09699 0.94
1496 0.0971123 0.94
1497 0.0972411 0.945
1498 0.0973698 0.945
1499 0.0974917 0.94
1500 0.0976133 0.94
1501 0.0977348 0.945
1502 0.0978562 0.94
1503 0.0979707 0.945
1504 0.0980851 0.95
1505 0.0981993 0.945
1506 0.0983134 0.945
1507 0.0984207 0.95
1508 0.0985411 0.945
1509 0.0986614 0.95
1510 0.0987815 0.95
1511 0.0989014 0.955
1512 0.0990146 0.96
1513 0.0991276 0.965
1514 0.0992338 0.97
1515 0.0993531 0.975
1516 0.0994723 0.975
1517 0.0995979 0.98
1518 0.0997233 0.985
1519 0.0998486 0.98
1520 0.0999737 0.985
1521 0.100099 0.98
1522 0.100223 0.975
1523 0.100355 0.98
1524 0.100492 0.975
1525 0.10063 0.975
1526 0.100754 0.97
1527 0.100878 0.975
1528 0.101008 0.97
1529 0.101131 0.965
1530 0.101248 0.97
1531 0.101365 0.975
1532 0.101482 0.975
1533 0.101605 0.97
1534 0.101728 0.965
1535 0.101857 0.97
1536 0.101986 0.965
1537 0.102115 0.97
1538 0.102243 0.97
1539 0.102378 0.975
1540 0.102513 0.97
1541 0.102648 0.97
1542 0.102782 0.965
1543 0.102903 0.97
1544 0.103025 0.975
1545 0.103159 0.98
1546 0.103292 0.98
1547 0.103413 0.975
1548 0.103527 0.97
1549 0.103641 0.965
1550 0.103748 0.97
1551 0.103856 0.965
1552 0.103969 0.96
1553 0.104089 0.955
1554 0.104208 0.955
1555 0.104334 0.96
1556 0.10446 0.965
1557 0.104592 0.97
1558 0.104724 0.965
1559 0.104856 0.965
1560 0.104994 0.96
1561 0.105131 0.965
1562 0.105262 0.97
1563 0.1054 0.975
1564 0.105531 0.97
1565 0.105655 0.965
1566 0.105779 0.965
1567 0.105909 0.97
1568 0.106046 0.975
1569 0.106189 0.97
1570 0.106331 0.965
1571 0.10648 0.97
1572 0.106628 0.965
1573 0.106783 0.96
1574 0.106938 0.96
1575 0.107092 0.965
1576 0.10724 0.96
1577 0.107394 0.965
1578 0.107548 0.97
1579 0.107701 0.975
1580 0.107848 0.97
1581 0.107989 0.975
1582 0.108129 0.975
1583 0.108269 0.975
1584 0.108409 0.975
1585 0.108549 0.975
1586 0.108695 0.97
1587 0.108847 0.965
1588 0.109011 0.97
1589 0.109182 0.975
1590 0.109352 0.98
1591 0.109516 0.975
1592 0.109673 0.97
1593 0.109831 0.965
1594 0.109987 0.965
1595 0.110144 0.965
1596 0.110301 0.965
1597 0.110463 0.97
1598 0.11062 0.975
1599 0.110769 0.98
1600 0.110919 0.975
1601 0.111081 0.97
1602 0.111242 0.965
1603 0.11141 0.96
1604 0.111577 0.965
1605 0.111732 0.96
1606 0.111893 0.955
1607 0.112054 0.96
1608 0.11222 0.955
1609 0.112387 0.955
1610 0.112559 0.96
1611 0.112737 0.965
1612 0.112916 0.97
1613 0.113087 0.965
1614 0.113259 0.97
1615 0.11343 0.965
1616 0.113608 0.96
1617 0.113785 0.965
1618 0.113968 0.96
1619 0.114145 0.965
1620 0.114315 0.96
1621 0.114479 0.965
1622 0.114642 0.97
1623 0.1148 0.965
1624 0.114957 0.96
1625 0.115108 0.955
1626 0.115258 0.96
1627 0.115409 0.96
1628 0.115559 0.96
1629 0.115709 0.96
1630 0.115859 0.96
1631 0.116009 0.96
1632 0.116158 0.955
1633 0.116314 0.95
1634 0.116469 0.945
1635 0.116618 0.94
1636 0.11676 0.935
1637 0.116903 0.94
1638 0.117045 0.94
1639 0.117193 0.935
1640 0.117341 0.935
1641 0.117489 0.94
1642 0.117637 0.945
1643 0.117785 0.945
1644 0.117932 0.94
1645 0.118079 0.945
1646 0.118232 0.95
1647 0.118385 0.955
1648 0.118525 0.96
1649 0.118666 0.965
1650 0.118806 0.96
1651 0.11894 0.965
1652 0.119074 0.965
1653 0.11922 0.97
1654 0.119365 0.975
1655 0.119511 0.98
1656 0.119656 0.98
1657 0.119801 0.98
1658 0.119934 0.975
1659 0.12006 0.97
1660 0.120187 0.97
1661 0.120307 0.965
1662 0.120427 0.965
1663 0.120541 0.97
1664 0.120649 0.975
1665 0.120757 0.98
1666 0.120864 0.975
1667 0.120966 0.98
1668 0.121067 0.975
1669 0.121168 0.98
1670 0.121269 0.975
1671 0.121364 0.98
1672 0.121453 0.975
1673 0.121536 0.98
1674 0.121619 0.98
1675 0.121701 0.98
1676 0.121784 0.975
1677 0.12186 0.98
1678 0.121931 0.985
1679 0.122007 0.98
1680 0.122089 0.975
1681 0.122183 0.98
1682 0.122277 0.98
1683 0.122383 0.985
1684 0.122482 0.99
1685 0.122582 0.99
1686 0.122681 0.985
1687 0.12278 0.98
1688 0.122879 0.98
1689 0.122978 0.985
1690 0.123083 0.99
1691 0.123187 0.985
1692 0.123286 0.98
1693 0.123379 0.975
1694 0.123471 0.97
1695 0.123552 0.975
1696 0.123632 0.975
1697 0.123712 0.975
1698 0.123799 0.98
1699 0.123885 0.98
1700 0.123976 0.985
1701 0.124068 0.98
1702 0.124154 0.985
1703 0.12424 0.985
1704 0.124313 0.98
1705 0.124387 0.985
1706 0.124461 0.985
1707 0.124534 0.99
1708 0.124596 0.985
1709 0.124658 0.99
1710 0.124719 0.99
1711 0.124781 0.995
1712 0.124842 0.995
1713 0.124898 0.99
1714 0.124942 0.985
1715 0.12498 0.99
1716 0.125017 0.985
1717 0.125055 0.985
1718 0.125093 0.985
1719 0.125131 0.99
1720 0.125169 0.99
1721 0.125206 0.985
1722 0.12525 0.99
1723 0.125299 0.995
1724 0.125354 0.99
1725 0.125403 0.995
1726 0.125452 1
1727 0.125501 0.995
1728 0.125561 1
1729 0.125622 1
1730 0.125688 0.995
1731 0.125754 1
1732 0.125814 1.005
1733 0.125874 1.005
1734 0.125934 1
1735 0.125988 1.005
1736 0.126043 1.005
1737 0.126085 1.01
1738 0.126128 1.01
1739 0.12617 1.01
1740 0.126213 1.005
1741 0.126267 1.01
1742 0.12632 1.005
1743 0.126374 1
1744 0.126428 1
1745 0.126481 1
1746 0.126541 0.995
1747 0.1266 1
1748 0.126653 1.005
1749 0.126701 1
1750 0.126749 0.995
1751 0.126796 1
1752 0.126849 1.005
1753 0.126902 1.005
1754 0.12695 1
1755 0.126986 1.005
1756 0.127027 1
1757 0.127075 0.995
1758 0.127127 1
1759 0.12718 1
1760 0.127233 1
1761 0.127286 1.005
1762 0.127338 1
1763 0.127385 0.995
1764 0.127438 0.99
1765 0.127496 0.985
1766 0.127559 0.98
1767 0.127612 0.985
1768 0.127653 0.98
1769 0.127688 0.975
1770 0.127729 0.97
1771 0.127764 0.975
1772 0.127805 0.97
1773 0.127857 0.965
1774 0.127909 0.965
1775 0.127961 0.96
1776 0.128012 0.96
1777 0.12807 0.965
1778 0.128133 0.97
1779 0.128201 0.975
1780 0.128264 0.97
1781 0.128327 0.97
1782 0.128389 0.97
1783 0.128458 0.975
1784 0.128515 0.98
1785 0.128571 0.98
1786 0.128639 0.975
1787 0.128707 0.975
1788 0.128786 0.97
1789 0.128865 0.965
1790 0.128944 0.965
1791 0.129023 0.965
1792 0.129102 0.965
1793 0.12918 0.97
1794 0.129264 0.975
1795 0.129348 0.98
1796 0.129438 0.985
1797 0.129527 0.98
1798 0.129616 0.985
1799 0.129705 0.98
1800 0.129794 0.985
1801 0.129883 0.99
1802 0.129978 0.985
1803 0.130067 0.99
1804 0.130161 0.985
1805 0.130255 0.985
1806 0.130349 0.99
1807 0.130443 0.99
1808 0.130542 0.985
1809 0.130641 0.985
1810 0.13074 0.98
1811 0.130845 0.985
1812 0.130949 0.98
1813 0.131054 0.985
1814 0.131163 0.98
1815 0.131267 0.975
1816 0.131377 0.97
1817 0.131475 0.965
1818 0.131573 0.96
1819 0.131671 0.96
1820 0.131769 0.96
1821 0.131867 0.965
1822 0.13197 0.97
1823 0.132084 0.965
1824 0.132193 0.97
1825 0.132301 0.97
1826 0.13241 0.97
1827 0.132518 0.97
1828 0.132626 0.965
1829 0.132734 0.965
1830 0.132842 0.97
1831 0.13296 0.965
1832 0.133079 0.96
1833 0.133197 0.96
1834 0.133315 0.965
1835 0.133422 0.96
1836 0.133535 0.965
1837 0.133653 0.96
1838 0.13377 0.955
1839 0.133888 0.96
1840 0.134 0.965
1841 0.134112 0.965
1842 0.134224 0.965
1843 0.13433 0.96
1844 0.134436 0.965
1845 0.134542 0.965
1846 0.134659 0.96
1847 0.13477 0.955
1848 0.134892 0.96
1849 0.135014 0.96
1850 0.135141 0.955
1851 0.135262 0.96
1852 0.135383 0.96
1853 0.135505 0.955
1854 0.135626 0.96
1855 0.135741 0.965
1856 0.135857 0.96
1857 0.135961 0.955
1858 0.136066 0.95
1859 0.13617 0.945
1860 0.136274 0.945
1861 0.136384 0.95
1862 0.136488 0.945
1863 0.136581 0.94
1864 0.136668 0.935
1865 0.136756 0.93
1866 0.136844 0.935
1867 0.136931 0.94
1868 0.137013 0.945
1869 0.137095 0.945
1870 0.137176 0.94
1871 0.137258 0.935
1872 0.13734 0.935
1873 0.137416 0.94
1874 0.137492 0.945
1875 0.137563 0.94
1876 0.137633 0.945
1877 0.137698 0.95
1878 0.137769 0.945
1879 0.137834 0.95
1880 0.137894 0.955
1881 0.137959 0.95
1882 0.138023 0.95
1883 0.138088 0.945
1884 0.138153 0.945
1885 0.138218 0.945
1886 0.138287 0.95
1887 0.138357 0.95
1888 0.138427 0.945
1889 0.138502 0.94
1890 0.138577 0.935
1891 0.138657 0.93
1892 0.138732 0.925
1893 0.138806 0.93
1894 0.138881 0.935
1895 0.138966 0.93
1896 0.13904 0.925
1897 0.139109 0.92
1898 0.139173 0.925
1899 0.139236 0.925
1900 0.139289 0.92
1901 0.139353 0.925
1902 0.139416 0.93
1903 0.13948 0.93
1904 0.139543 0.925
1905 0.139606 0.93
1906 0.139675 0.925
1907 0.139754 0.92
1908 0.139843 0.925
1909 0.139937 0.93
1910 0.140031 0.93
1911 0.140126 0.925
1912 0.14022 0.92
1913 0.140314 0.92
1914 0.140408 0.915
1915 0.140501 0.92
1916 0.14059 0.925
1917 0.140683 0.93
1918 0.140782 0.925
1919 0.140881 0.925
1920 0.14099 0.93
1921 0.141088 0.925
1922 0.141186 0.925
1923 0.14129 0.93
1924 0.141398 0.925
1925 0.141512 0.92
1926 0.141625 0.92
1927 0.141728 0.915
1928 0.141826 0.92
1929 0.141923 0.92
1930 0.14201 0.915
1931 0.142097 0.91
1932 0.142184 0.915
1933 0.142261 0.92
1934 0.142342 0.915
1935 0.142429 0.92
1936 0.142515 0.92
1937 0.142607 0.915
1938 0.142693 0.92
1939 0.142785 0.925
1940 0.142876 0.92
1941 0.142968 0.92
1942 0.143064 0.915
1943 0.143165 0.91
1944 0.143266 0.91
1945 0.143357 0.915
1946 0.143448 0.92
1947 0.143529 0.925
1948 0.143609 0.925
1949 0.143689 0.93
1950 0.143769 0.935
1951 0.143844 0.93
1952 0.143919 0.925
1953 0.143984 0.93
1954 0.144038 0.925
1955 0.144092 0.93
1956 0.144141 0.935
1957 0.144195 0.94
1958 0.144239 0.935
1959 0.144288 0.93
1960 0.144342 0.925
1961 0.144396 0.925
1962 0.14445 0.92
1963 0.144503 0.925
1964 0.144547 0.92
1965 0.144595 0.915
1966 0.144644 0.915
1967 0.144692 0.92
1968 0.144741 0.92
1969 0.144789 0.92
1970 0.144838 0.925
1971 0.144886 0.93
1972 0.144929 0.925
1973 0.144962 0.93
1974 0.144995 0.935
1975 0.145028 0.93
1976 0.145061 0.935
1977 0.145094 0.93
1978 0.145131 0.935
1979 0.145174 0.94
1980 0.145207 0.935
1981 0.14524 0.93
1982 0.145277 0.935
1983 0.14531 0.94
1984 0.145343 0.945
1985 0.145385 0.95
1986 0.145428 0.95
1987 0.14546 0.945
1988 0.145493 0.94
1989 0.14552 0.945
1990 0.145548 0.94
1991 0.14557 0.935
1992 0.145587 0.94
1993 0.145605 0.935
1994 0.145622 0.93
1995 0.145644 0.935
1996 0.145671 0.94
1997 0.145704 0.945
1998 0.145741 0.95
1999 0.145778 0.95
2000 0.145815 0.95
2001 0.145852 0.955
2002 0.145884 0.96
2003 0.145921 0.965
2004 0.145963 0.96
2005 0.14601 0.965
2006 0.146057 0.965
2007 0.146109 0.97
2008 0.146155 0.975
2009 0.146202 0.975
2010 0.146259 0.97
2011 0.146315 0.965
2012 0.146372 0.965
2013 0.146428 0.965
2014 0.146485 0.965
2015 0.146541 0.965
2016 0.146597 0.965
2017 0.146648 0.97
2018 0.146705 0.965
2019 0.146756 0.97
2020 0.146807 0.97
2021 0.146853 0.975
2022 0.146899 0.97
2023 0.146945 0.965
2024 0.146986 0.97
2025 0.147027 0.97
2026 0.147068 0.97
2027 0.147109 0.97
2028 0.14715 0.975
2029 0.147191 0.98
2030 0.147232 0.985
2031 0.147272 0.985
2032 0.147313 0.985
2033 0.147354 0.985
2034 0.147394 0.99
2035 0.147435 0.995
2036 0.147471 0.99
2037 0.147501 0.995
2038 0.147532 0.99
2039 0.147553 0.985
2040 0.147574 0.985
2041 0.147594 0.99
2042 0.147615 0.99
2043 0.147641 0.985
2044 0.147666 0.99
2045 0.147692 0.99
2046 0.147717 0.995
2047 0.147748 1
2048 0.147783 0.995
2049 0.147814 1
2050 0.147849 0.995
2051 0.147884 0.995
2052 0.147924 0.99
2053 0.147964 0.985
2054 0.148004 0.98
2055 0.148044 0.98
2056 0.148084 0.975
2057 0.148119 0.97
2058 0.148163 0.975
2059 0.148208 0.98
2060 0.148252 0.98
2061 0.148292 0.975
2062 0.148332 0.97
2063 0.148371 0.965
2064 0.148406 0.97
2065 0.148441 0.965
2066 0.148475 0.97
2067 0.148515 0.965
2068 0.148559 0.96
2069 0.148603 0.96
2070 0.148652 0.965
2071 0.148701 0.965
2072 0.14875 0.97
2073 0.148799 0.97
2074 0.148848 0.965
2075 0.148896 0.965
2076 0.148945 0.965
2077 0.148994 0.97
2078 0.149042 0.965
2079 0.149096 0.96
2080 0.149149 0.96
2081 0.149202 0.965
2082 0.149251 0.96
2083 0.149294 0.965
2084 0.149343 0.97
2085 0.149391 0.975
2086 0.149439 0.975
2087 0.149492 0.97
2088 0.14954 0.965
2089 0.149588 0.965
2090 0.149641 0.97
2091 0.149694 0.97
2092 0.149742 0.965
2093 0.14979 0.97
2094 0.149838 0.965
2095 0.149885 0.965
2096 0.149933 0.97
2097 0.149981 0.965
2098 0.150029 0.96
2099 0.150076 0.96
2100 0.150124 0.96
2101 0.150171 0.955
2102 0.150214 0.95
2103 0.150252 0.945
2104 0.15029 0.94
2105 0.150328 0.94
2106 0.15037 0.945
2107 0.150413 0.945
2108 0.150455 0.945
2109 0.150498 0.95
2110 0.15054 0.945
2111 0.150587 0.94
2112 0.150634 0.945
2113 0.150672 0.95
2114 0.150714 0.955
2115 0.150761 0.96
2116 0.150808 0.96
2117 0.150855 0.955
2118 0.150902 0.95
2119 0.150953 0.945
2120 0.151005 0.95
2121 0.151051 0.945
2122 0.151089 0.95
2123 0.151126 0.955
2124 0.151163 0.95
2125 0.151195 0.955
2126 0.151223 0.95
2127 0.151251 0.95
2128 0.151278 0.95
2129 0.151301 0.945
2130 0.151324 0.95
2131 0.151351 0.945
2132 0.151379 0.94
2133 0.151406 0.945
2134 0.151434 0.945
2135 0.151461 0.95
2136 0.151489 0.95
2137 0.151516 0.95
2138 0.151553 0.945
2139 0.151585 0.95
2140 0.151626 0.945
2141 0.151672 0.95
2142 0.151718 0.955
2143 0.151769 0.95
2144 0.151824 0.955
2145 0.151879 0.95
2146 0.151929 0.945
2147 0.15198 0.95
2148 0.152034 0.955
2149 0.152089 0.955
2150 0.152144 0.95
2151 0.152199 0.955
2152 0.152254 0.95
2153 0.152313 0.945
2154 0.152372 0.94
2155 0.152432 0.945
2156 0.152486 0.94
2157 0.152536 0.945
2158 0.152581 0.95
2159 0.152626 0.95
2160 0.152671 0.95
2161 0.152712 0.945
2162 0.152752 0.95
2163 0.152792 0.95
2164 0.152833 0.955
2165 0.152878 0.96
2166 0.152918 0.955
2167 0.152958 0.95
2168 0.152998 0.95
2169 0.153034 0.945
2170 0.153074 0.95
2171 0.153118 0.955
2172 0.153163 0.95
2173 0.153208 0.945
2174 0.153252 0.945
2175 0.153297 0.94
2176 0.153332 0.935
2177 0.153372 0.94
2178 0.153416 0.935
2179 0.15346 0.935
2180 0.153505 0.935
2181 0.153549 0.93
2182 0.153593 0.925
2183 0.153637 0.92
2184 0.153686 0.925
2185 0.153735 0.925
2186 0.153783 0.93
2187 0.153832 0.93
2188 0.153885 0.935
2189 0.153938 0.94
2190 0.153991 0.935
2191 0.154044 0.94
2192 0.154097 0.94
2193 0.154145 0.945
2194 0.154189 0.95
2195 0.154228 0.945
2196 0.154267 0.945
2197 0.154306 0.95
2198 0.154345 0.95
2199 0.154388 0.955
2200 0.154432 0.96
2201 0.154475 0.96
2202 0.154528 0.965
2203 0.15458 0.97
2204 0.154637 0.975
2205 0.154698 0.98
2206 0.15476 0.98
2207 0.154821 0.985
2208 0.154882 0.98
2209 0.154934 0.985
2210 0.154991 0.98
2211 0.155052 0.975
2212 0.155108 0.98
2213 0.15516 0.975
2214 0.155208 0.97
2215 0.155255 0.975
2216 0.155298 0.97
2217 0.155341 0.975
2218 0.155392 0.97
2219 0.155439 0.965
2220 0.155486 0.965
2221 0.155534 0.965
2222 0.155576 0.97
2223 0.155623 0.965
2224 0.155665 0.96
2225 0.155708 0.96
2226 0.15575 0.96
2227 0.155793 0.96
2228 0.155835 0.965
2229 0.155873 0.96
2230 0.15591 0.965
2231 0.155944 0.96
2232 0.155977 0.955
2233 0.15601 0.955
2234 0.156047 0.96
2235 0.156085 0.965
2236 0.156131 0.97
2237 0.156182 0.965
2238 0.156233 0.97
2239 0.156289 0.965
2240 0.156344 0.97
2241 0.156399 0.97
2242 0.156454 0.975
2243 0.156505 0.97
2244 0.156555 0.97
2245 0.156606 0.97
2246 0.156656 0.975
2247 0.156711 0.97
2248 0.15677 0.965
2249 0.15683 0.96
2250 0.156889 0.96
2251 0.156948 0.96
2252 0.157016 0.955
2253 0.157088 0.96
2254 0.157165 0.965
2255 0.157237 0.96
2256 0.157305 0.965
2257 0.157373 0.965
2258 0.157449 0.97
2259 0.157521 0.965
