MC-cycles <epsilon> <|m|>
1236 0.187913 0.985
1237 0.187963 0.99
1238 0.188005 0.985
1239 0.188047 0.99
1240 0.188089 0.99
1241 0.188131 0.995
1242 0.188164 0.99
1243 0.188198 0.985
1244 0.188232 0.99
1245 0.188265 0.99
1246 0.188307 0.995
1247 0.188348 0.99
1248 0.188397 0.995
1249 0.188447 0.995
1250 0.188496 1
1251 0.188545 1.005
1252 0.188602 1
1253 0.188667 0.995
1254 0.18874 1
1255 0.188805 0.995
1256 0.188877 0.99
1257 0.188966 0.985
1258 0.189054 0.985
1259 0.189142 0.985
1260 0.18923 0.98
1261 0.189318 0.98
1262 0.189398 0.985
1263 0.189477 0.99
1264 0.189557 0.99
1265 0.189636 0.995
1266 0.1897 1
1267 0.189755 1.005
1268 0.189819 1
1269 0.189874 0.995
1270 0.189929 0.99
1271 0.189976 0.995
1272 0.190024 1
1273 0.190071 0.995
1274 0.190118 0.99
1275 0.190173 0.985
1276 0.190219 0.98
1277 0.190266 0.98
1278 0.190313 0.985
1279 0.190367 0.98
1280 0.19043 0.985
1281 0.190507 0.99
1282 0.190593 0.995
1283 0.19067 1
1284 0.190755 0.995
1285 0.190833 1
1286 0.190918 0.995
1287 0.191002 0.995
1288 0.191095 1
1289 0.191187 0.995
1290 0.191279 0.995
1291 0.191387 1
1292 0.191502 0.995
1293 0.191616 0.99
1294 0.191723 0.985
1295 0.19183 0.99
1296 0.191937 0.99
1297 0.192043 0.995
1298 0.192149 1
1299 0.192256 0.995
1300 0.192362 1
1301 0.192467 0.995
1302 0.192565 1
1303 0.192671 0.995
1304 0.192776 0.99
1305 0.192881 0.985
1306 0.192986 0.99
1307 0.193091 0.995
1308 0.193188 0.99
1309 0.193285 0.99
1310 0.193382 0.99
1311 0.193478 0.995
1312 0.193567 1
1313 0.193656 0.995
1314 0.193744 1
1315 0.193825 0.995
1316 0.193906 1
1317 0.193994 1.005
1318 0.194074 1
1319 0.194162 1.005
1320 0.194265 1.01
1321 0.194368 1.01
1322 0.194478 1.005
1323 0.194588 1.005
1324 0.194683 1.01
1325 0.194777 1.005
1326 0.194864 1.01
1327 0.194951 1.005
1328 0.19503 1.01
1329 0.195102 1.015
1330 0.195165 1.02
1331 0.195229 1.02
1332 0.195293 1.025
1333 0.195349 1.03
1334 0.195405 1.03
1335 0.195461 1.025
1336 0.195516 1.025
1337 0.195572 1.025
1338 0.195628 1.03
1339 0.195676 1.025
1340 0.195724 1.025
1341 0.195764 1.03
1342 0.195812 1.025
1343 0.19586 1.025
1344 0.195908 1.02
1345 0.195955 1.02
1346 0.196003 1.025
1347 0.19605 1.02
1348 0.196098 1.02
1349 0.196145 1.015
1350 0.196193 1.01
1351 0.196255 1.005
1352 0.196324 1
1353 0.196393 1.005
1354 0.196462 1.005
1355 0.196524 1.01
1356 0.196586 1.005
1357 0.196647 1.01
1358 0.196708 1.01
1359 0.19677 1.005
1360 0.196824 1
1361 0.196877 1
1362 0.196931 1.005
1363 0.196992 1
1364 0.197045 1.005
1365 0.197099 1.01
1366 0.197152 1.005
1367 0.197206 1.005
1368 0.197259 1.005
1369 0.197312 1
1370 0.197365 1
1371 0.197418 0.995
1372 0.197471 0.99
1373 0.197524 0.985
1374 0.197591 0.99
1375 0.197658 0.99
1376 0.197733 0.995
1377 0.197821 1
1378 0.19791 1.005
1379 0.197999 1
1380 0.198094 0.995
1381 0.19819 0.995
1382 0.198278 0.99
1383 0.198366 0.995
1384 0.198454 0.995
1385 0.198542 1
1386 0.198615 1.005
1387 0.198688 1
1388 0.198768 1.005
1389 0.198862 1.01
1390 0.198957 1.01
1391 0.199044 1.015
1392 0.199131 1.02
1393 0.199218 1.025
1394 0.199304 1.025
1395 0.199384 1.02
1396 0.199463 1.015
1397 0.199542 1.015
1398 0.199628 1.01
1399 0.199714 1.015
1400 0.199793 1.01
1401 0.199872 1.005
1402 0.199943 1
1403 0.200014 0.995
1404 0.200071 0.99
1405 0.200135 0.995
1406 0.200192 0.99
1407 0.200249 0.985
1408 0.200305 0.985
1409 0.200362 0.985
1410 0.200418 0.985
1411 0.200489 0.98
1412 0.200559 0.98
1413 0.20063 0.985
1414 0.2007 0.985
1415 0.20077 0.985
1416 0.20084 0.99
1417 0.200903 0.995
1418 0.200966 0.995
1419 0.201029 1
1420 0.201092 1
1421 0.201147 0.995
1422 0.201203 1
1423 0.201244 0.995
1424 0.201285 0.995
1425 0.201326 0.995
1426 0.201367 1
1427 0.201409 1
1428 0.201457 0.995
1429 0.201498 1
1430 0.201538 1.005
1431 0.201572 1
1432 0.20162 0.995
1433 0.201654 1
1434 0.201688 1
1435 0.201728 0.995
1436 0.201769 0.995
1437 0.201802 1
1438 0.201836 1.005
1439 0.201869 1
1440 0.20191 1.005
1441 0.20195 1.01
1442 0.20199 1.01
1443 0.20203 1.005
1444 0.202078 1.01
1445 0.202125 1.015
1446 0.202165 1.01
1447 0.202205 1.005
1448 0.202251 1.01
1449 0.202312 1.015
1450 0.202372 1.015
1451 0.202419 1.02
1452 0.202466 1.02
1453 0.202519 1.025
1454 0.202572 1.02
1455 0.202632 1.025
1456 0.202685 1.02
1457 0.202732 1.015
1458 0.202778 1.02
1459 0.202831 1.015
1460 0.20287 1.01
1461 0.202909 1.01
1462 0.202948 1.005
1463 0.202987 1.01
1464 0.203026 1.005
1465 0.203065 1.005
1466 0.203104 1.01
1467 0.203142 1.005
1468 0.203181 1
1469 0.20322 1.005
1470 0.203265 1.01
1471 0.203311 1.01
1472 0.203363 1.005
1473 0.203415 1.01
1474 0.203467 1.005
1475 0.203532 1
1476 0.203598 0.995
1477 0.203663 1
1478 0.203735 1.005
1479 0.203807 1
1480 0.203878 1
1481 0.20395 1.005
1482 0.204015 1
1483 0.20408 0.995
1484 0.204131 1
1485 0.204195 0.995
1486 0.204266 1
1487 0.204344 0.995
1488 0.204429 1
1489 0.20452 0.995
1490 0.204611 0.995
1491 0.204695 0.99
1492 0.204772 0.995
1493 0.204849 0.99
1494 0.204926 0.99
1495 0.205003 0.995
1496 0.205094 1
1497 0.20519 1.005
1498 0.20528 1.01
1499 0.205384 1.005
1500 0.205487 1.01
1501 0.205583 1.015
1502 0.205679 1.01
1503 0.205775 1.01
1504 0.205871 1.005
1505 0.205967 1.005
1506 0.206062 1
1507 0.206165 0.995
1508 0.206267 0.995
1509 0.206375 0.99
1510 0.206483 0.99
1511 0.206585 0.995
1512 0.206687 1
1513 0.206788 1.005
1514 0.206889 1.005
1515 0.206997 1.01
1516 0.207098 1.005
1517 0.207198 1.005
1518 0.207299 1.005
1519 0.2074 1.005
1520 0.2075 1.005
1521 0.2076 1.005
1522 0.2077 1.005
1523 0.2078 1.01
1524 0.207894 1.015
1525 0.208 1.02
1526 0.208106 1.025
1527 0.208212 1.025
1528 0.208318 1.03
1529 0.208424 1.025
1530 0.208529 1.025
1531 0.208622 1.02
1532 0.208701 1.015
1533 0.20878 1.015
1534 0.208846 1.01
1535 0.208912 1.015
1536 0.208978 1.01
1537 0.209044 1.015
1538 0.209109 1.01
1539 0.209181 1.005
1540 0.20924 1
1541 0.209299 1.005
1542 0.209358 1.005
1543 0.209423 1.01
1544 0.209488 1.015
1545 0.209553 1.015
1546 0.209631 1.02
1547 0.209709 1.02
1548 0.20978 1.015
1549 0.209864 1.02
1550 0.209935 1.025
1551 0.210006 1.025
1552 0.21009 1.03
1553 0.210174 1.025
1554 0.210257 1.02
1555 0.210341 1.02
1556 0.210424 1.015
1557 0.210514 1.01
1558 0.210591 1.005
1559 0.210661 1
1560 0.210731 1
1561 0.210801 1
1562 0.210858 0.995
1563 0.210915 0.995
1564 0.210972 0.99
1565 0.211029 0.995
1566 0.211079 1
1567 0.21113 0.995
1568 0.211173 1
1569 0.211217 1
1570 0.211261 1.005
1571 0.211305 1
1572 0.211349 0.995
1573 0.211392 0.995
1574 0.211436 1
1575 0.211479 0.995
1576 0.211523 0.995
1577 0.211566 0.995
1578 0.21161 0.995
1579 0.211647 1
1580 0.211684 0.995
1581 0.211727 1
1582 0.211776 1.005
1583 0.211826 1.005
1584 0.211875 1
1585 0.211924 0.995
1586 0.211961 0.99
1587 0.212004 0.995
1588 0.212059 1
1589 0.212115 0.995
1590 0.212176 1
1591 0.212244 1.005
1592 0.212312 1.005
1593 0.212385 1
1594 0.212459 1.005
1595 0.212539 1
1596 0.212619 1
1597 0.212699 0.995
1598 0.212778 0.99
1599 0.212871 0.985
1600 0.212962 0.985
1601 0.213054 0.99
1602 0.213159 0.995
1603 0.213263 0.99
1604 0.213379 0.995
1605 0.213495 0.995
1606 0.213611 0.99
1607 0.213727 0.995
1608 0.213837 0.99
1609 0.213947 0.995
1610 0.214056 0.995
1611 0.214165 0.99
1612 0.214287 0.985
1613 0.214408 0.99
1614 0.214529 0.99
1615 0.214663 0.985
1616 0.214796 0.99
1617 0.214929 0.985
1618 0.215062 0.99
1619 0.215201 0.995
1620 0.215327 0.99
1621 0.215453 0.99
1622 0.215586 0.995
1623 0.21573 0.99
1624 0.215868 0.995
1625 0.216012 1
1626 0.21615 0.995
1627 0.216281 1
1628 0.216413 0.995
1629 0.216544 1
1630 0.216681 0.995
1631 0.216818 0.99
1632 0.216949 0.995
1633 0.217079 0.995
1634 0.217209 0.995
1635 0.217339 0.99
1636 0.217469 0.985
1637 0.217605 0.98
1638 0.217741 0.975
1639 0.217877 0.98
1640 0.218018 0.975
1641 0.21816 0.97
1642 0.218301 0.965
1643 0.218442 0.965
1644 0.218571 0.97
1645 0.218699 0.965
1646 0.218827 0.97
1647 0.218968 0.965
1648 0.219108 0.965
1649 0.21926 0.96
1650 0.219412 0.96
1651 0.219564 0.96
1652 0.219709 0.965
1653 0.219861 0.97
1654 0.220018 0.975
1655 0.220175 0.975
1656 0.22032 0.98
1657 0.220453 0.985
1658 0.220585 0.985
1659 0.220711 0.99
1660 0.220843 0.995
1661 0.220969 1
1662 0.221083 0.995
1663 0.221203 0.99
1664 0.221316 0.985
1665 0.221417 0.98
1666 0.221519 0.98
1667 0.221608 0.985
1668 0.221703 0.99
1669 0.221797 0.995
1670 0.221892 0.995
1671 0.221993 1
1672 0.222105 0.995
1673 0.222218 0.99
1674 0.22233 0.995
1675 0.222448 0.99
1676 0.222566 0.995
1677 0.222677 1
1678 0.222789 1
1679 0.222895 1.005
1680 0.222994 1
1681 0.223099 0.995
1682 0.223205 1
1683 0.22331 1.005
1684 0.223409 1.01
1685 0.223507 1.005
1686 0.223606 1
1687 0.223705 1.005
1688 0.223803 1
1689 0.223902 1
1690 0.223994 0.995
1691 0.224086 0.99
1692 0.224184 0.995
1693 0.224282 1
1694 0.224374 1.005
1695 0.224466 1.005
1696 0.224564 1.01
1697 0.224661 1.005
1698 0.224753 1.01
1699 0.22485 1.005
1700 0.224959 1.01
1701 0.225068 1.015
1702 0.225176 1.015
1703 0.225297 1.02
1704 0.225417 1.015
1705 0.225537 1.015
1706 0.225662 1.02
1707 0.225788 1.025
1708 0.225907 1.02
1709 0.226027 1.015
1710 0.226146 1.01
1711 0.226265 1.015
1712 0.226384 1.02
1713 0.226503 1.025
1714 0.226622 1.025
1715 0.226741 1.025
1716 0.226865 1.02
1717 0.226989 1.015
1718 0.227113 1.02
1719 0.227237 1.02
1720 0.22736 1.025
1721 0.227484 1.02
1722 0.227607 1.02
1723 0.227731 1.015
1724 0.227854 1.015
1725 0.227983 1.01
1726 0.2281 1.015
1727 0.228211 1.01
1728 0.228322 1.015
1729 0.228433 1.02
1730 0.228532 1.015
1731 0.228631 1.01
1732 0.22873 1.005
1733 0.228823 1
1734 0.228916 1
1735 0.229009 1
1736 0.229096 1.005
1737 0.229177 1.01
1738 0.229258 1.01
1739 0.229344 1.005
1740 0.229425 1.01
1741 0.229512 1.015
1742 0.229598 1.01
1743 0.229684 1.01
1744 0.229771 1.005
1745 0.229857 1.01
1746 0.229948 1.005
1747 0.23004 1.01
1748 0.230137 1.005
1749 0.230229 1
1750 0.230314 1.005
1751 0.230388 1
1752 0.230474 0.995
1753 0.230559 0.99
1754 0.230644 0.985
1755 0.230718 0.99
1756 0.230792 0.985
1757 0.230876 0.99
1758 0.230967 0.985
1759 0.231057 0.98
1760 0.231148 0.98
1761 0.231238 0.975
1762 0.231339 0.98
1763 0.231441 0.98
1764 0.231542 0.98
1765 0.231637 0.975
1766 0.231727 0.97
1767 0.231811 0.975
1768 0.231895 0.98
1769 0.231984 0.975
1770 0.232062 0.98
1771 0.23214 0.98
1772 0.232218 0.98
1773 0.232296 0.98
1774 0.232373 0.98
1775 0.232462 0.975
1776 0.232551 0.975
1777 0.232628 0.97
1778 0.232705 0.97
1779 0.232782 0.97
1780 0.23286 0.965
1781 0.232942 0.96
1782 0.233019 0.955
1783 0.233096 0.955
1784 0.233167 0.95
1785 0.233238 0.955
1786 0.233303 0.95
1787 0.233369 0.95
1788 0.233434 0.955
1789 0.233499 0.955
1790 0.23357 0.96
1791 0.23364 0.955
1792 0.233711 0.95
1793 0.233776 0.955
1794 0.233841 0.96
1795 0.233911 0.965
1796 0.233981 0.97
1797 0.23404 0.965
1798 0.234099 0.97
1799 0.234152 0.965
1800 0.234206 0.965
1801 0.234259 0.965
1802 0.234312 0.96
1803 0.23437 0.965
1804 0.234435 0.96
1805 0.234499 0.955
1806 0.234563 0.96
1807 0.234615 0.965
1808 0.234668 0.96
1809 0.234721 0.955
1810 0.234779 0.95
1811 0.234837 0.945
1812 0.23489 0.95
1813 0.234931 0.945
1814 0.234967 0.95
1815 0.234997 0.955
1816 0.235022 0.95
1817 0.235047 0.95
1818 0.235066 0.955
1819 0.235091 0.96
1820 0.235115 0.955
1821 0.23514 0.95
1822 0.235176 0.955
1823 0.235211 0.96
1824 0.235247 0.965
1825 0.235293 0.97
1826 0.235334 0.965
1827 0.235369 0.96
1828 0.23541 0.965
1829 0.235451 0.97
1830 0.235497 0.975
1831 0.235543 0.97
1832 0.23559 0.975
1833 0.235641 0.98
1834 0.235692 0.975
1835 0.235744 0.975
1836 0.235806 0.97
1837 0.235868 0.975
1838 0.23593 0.975
1839 0.235987 0.97
1840 0.236033 0.965
1841 0.236078 0.965
1842 0.236124 0.96
1843 0.23618 0.965
1844 0.236231 0.96
1845 0.236293 0.955
1846 0.23636 0.96
1847 0.236427 0.96
1848 0.236494 0.955
1849 0.23656 0.955
1850 0.236632 0.95
1851 0.236699 0.945
1852 0.23676 0.94
1853 0.236821 0.945
1854 0.236888 0.95
1855 0.23696 0.955
1856 0.237037 0.96
1857 0.237114 0.955
1858 0.237191 0.96
1859 0.237267 0.965
1860 0.237339 0.97
1861 0.237405 0.975
1862 0.23747 0.98
1863 0.237536 0.985
1864 0.237602 0.985
1865 0.237673 0.98
1866 0.237749 0.985
1867 0.237825 0.985
1868 0.237901 0.98
1869 0.237978 0.985
1870 0.238048 0.98
1871 0.238119 0.98
1872 0.238189 0.985
1873 0.238254 0.99
1874 0.238319 0.985
1875 0.238384 0.99
1876 0.238449 0.99
1877 0.238514 0.99
1878 0.238578 0.995
1879 0.238643 0.99
1880 0.238713 0.985
1881 0.238788 0.98
1882 0.238868 0.985
1883 0.238948 0.985
1884 0.239029 0.98
1885 0.239114 0.975
1886 0.239199 0.98
1887 0.239285 0.975
1888 0.23937 0.98
1889 0.239449 0.985
1890 0.239524 0.98
1891 0.239598 0.975
1892 0.239662 0.98
1893 0.239731 0.985
1894 0.239799 0.985
1895 0.239873 0.99
1896 0.239942 0.985
1897 0.240011 0.99
1898 0.240079 0.985
1899 0.240147 0.985
1900 0.240221 0.99
1901 0.240295 0.99
1902 0.240368 0.99
1903 0.240441 0.99
1904 0.240509 0.985
1905 0.240572 0.98
1906 0.24063 0.985
1907 0.240687 0.985
1908 0.240739 0.98
1909 0.240791 0.98
1910 0.240843 0.985
1911 0.240895 0.985
1912 0.240947 0.99
1913 0.240998 0.995
1914 0.24105 0.995
1915 0.241102 0.99
1916 0.241148 0.985
1917 0.2412 0.99
1918 0.241257 0.985
1919 0.241318 0.99
1920 0.241391 0.995
1921 0.241473 1
1922 0.241556 1.005
1923 0.241643 1.01
1924 0.241731 1.015
1925 0.241813 1.01
1926 0.241895 1.01
1927 0.241967 1.005
1928 0.242033 1
1929 0.2421 1
1930 0.242166 1
1931 0.242227 1.005
1932 0.242288 1.01
1933 0.242349 1.005
1934 0.24242 1
1935 0.242491 1
1936 0.242562 0.995
1937 0.242633 1
1938 0.242704 1.005
1939 0.242775 1.01
1940 0.24284 1.015
1941 0.242911 1.01
1942 0.242971 1.015
1943 0.243037 1.02
1944 0.243097 1.015
1945 0.243167 1.01
1946 0.243232 1.005
1947 0.243297 1.005
1948 0.243362 1.005
1949 0.243427 1.01
1950 0.243497 1.015
1951 0.243567 1.015
1952 0.243637 1.02
1953 0.243712 1.025
1954 0.243787 1.02
1955 0.243862 1.02
1956 0.243926 1.015
1957 0.243991 1.02
1958 0.244055 1.02
1959 0.244119 1.025
1960 0.244184 1.025
1961 0.244238 1.03
1962 0.244292 1.03
1963 0.244345 1.03
1964 0.244404 1.035
1965 0.244463 1.035
1966 0.244522 1.035
1967 0.244575 1.04
1968 0.244624 1.045
1969 0.244672 1.045
1970 0.244721 1.04
1971 0.244769 1.045
1972 0.244817 1.04
1973 0.244861 1.035
1974 0.244904 1.035
1975 0.244942 1.03
1976 0.24498 1.025
1977 0.245018 1.025
1978 0.245056 1.025
1979 0.245104 1.02
1980 0.245162 1.025
1981 0.24523 1.03
1982 0.245303 1.035
1983 0.245376 1.03
1984 0.245439 1.035
1985 0.245506 1.04
1986 0.245569 1.045
1987 0.245642 1.05
1988 0.245714 1.055
1989 0.245792 1.06
1990 0.245869 1.055
1991 0.245947 1.055
1992 0.246019 1.05
1993 0.246101 1.045
1994 0.246184 1.045
1995 0.246271 1.04
1996 0.246358 1.035
1997 0.24645 1.03
1998 0.246542 1.03
1999 0.246633 1.025
2000 0.24673 1.03
2001 0.246827 1.03
2002 0.246923 1.03
2003 0.247019 1.03
2004 0.247121 1.035
2005 0.247222 1.035
2006 0.247323 1.03
2007 0.247424 1.03
2008 0.247535 1.025
2009 0.247646 1.02
2010 0.247756 1.02
2011 0.247857 1.025
2012 0.247957 1.025
2013 0.248053 1.02
2014 0.248143 1.015
2015 0.248238 1.01
2016 0.248333 1.01
2017 0.248428 1.01
2018 0.248528 1.005
2019 0.248628 1.005
2020 0.248738 1
2021 0.248837 0.995
2022 0.248937 0.99
2023 0.249031 0.985
2024 0.249121 0.98
2025 0.249205 0.985
2026 0.249284 0.98
2027 0.249364 0.98
2028 0.249438 0.975
2029 0.249522 0.97
2030 0.249606 0.975
2031 0.24969 0.98
2032 0.249779 0.975
2033 0.249867 0.975
2034 0.249956 0.975
2035 0.250039 0.98
2036 0.250118 0.985
2037 0.250196 0.985
2038 0.250275 0.99
2039 0.250353 0.99
2040 0.250431 0.99
2041 0.25051 0.985
2042 0.250597 0.99
2043 0.250685 0.995
2044 0.250773 0.995
2045 0.250861 0.99
2046 0.250953 0.985
2047 0.251045 0.985
2048 0.251138 0.99
2049 0.25123 0.985
2050 0.251327 0.99
2051 0.251424 0.99
2052 0.25152 0.995
2053 0.251622 1
2054 0.251723 1.005
2055 0.251825 1.01
2056 0.251926 1.015
2057 0.252027 1.015
2058 0.252128 1.02
2059 0.252224 1.025
2060 0.252316 1.02
2061 0.252407 1.025
2062 0.252493 1.03
2063 0.252579 1.035
2064 0.252665 1.03
2065 0.252751 1.035
2066 0.252836 1.035
2067 0.252917 1.04
2068 0.252998 1.04
2069 0.253074 1.035
2070 0.25315 1.035
2071 0.253221 1.03
2072 0.253292 1.025
2073 0.253357 1.03
2074 0.253423 1.025
2075 0.253499 1.02
2076 0.253569 1.025
2077 0.253645 1.03
2078 0.253725 1.025
2079 0.253805 1.025
2080 0.253875 1.03
2081 0.253945 1.03
2082 0.254015 1.025
2083 0.25409 1.03
2084 0.25416 1.035
2085 0.25423 1.04
2086 0.254291 1.035
2087 0.254351 1.04
2088 0.254406 1.035
2089 0.254461 1.035
2090 0.254517 1.035
2091 0.254572 1.035
2092 0.254622 1.03
2093 0.254673 1.035
2094 0.254728 1.03
2095 0.254783 1.03
2096 0.254838 1.025
2097 0.254897 1.02
2098 0.254967 1.025
2099 0.255036 1.025
2100 0.255105 1.03
2101 0.255169 1.025
2102 0.255228 1.02
2103 0.255288 1.02
2104 0.255347 1.02
2105 0.255406 1.015
2106 0.255465 1.01
2107 0.255515 1.015
2108 0.255565 1.01
2109 0.255605 1.005
2110 0.255645 1
2111 0.255685 1.005
2112 0.255724 1
2113 0.255769 1.005
2114 0.255814 1.005
2115 0.255858 1
2116 0.255907 1.005
2117 0.255957 1
2118 0.256006 0.995
2119 0.25605 0.99
2120 0.256094 0.995
2121 0.256134 1
2122 0.256173 0.995
2123 0.256213 1
2124 0.256252 1.005
2125 0.256292 1.005
2126 0.256341 1
2127 0.256389 1.005
2128 0.256438 1.005
2129 0.256496 1
2130 0.256559 0.995
2131 0.256617 1
2132 0.256674 1
2133 0.256732 0.995
2134 0.256781 1
2135 0.25682 0.995
2136 0.256854 1
2137 0.256888 1.005
2138 0.256913 1
2139 0.256938 1.005
2140 0.256967 1.01
2141 0.257001 1.015
2142 0.257031 1.01
2143 0.257056 1.015
2144 0.25708 1.01
2145 0.257105 1.005
2146 0.257125 1
2147 0.25715 0.995
2148 0.257179 0.99
2149 0.257208 0.985
2150 0.257237 0.985
2151 0.257266 0.985
2152 0.257296 0.99
2153 0.257325 0.99
2154 0.257354 0.985
2155 0.257387 0.98
2156 0.257417 0.975
2157 0.257446 0.97
2158 0.257475 0.975
2159 0.257503 0.98
2160 0.257537 0.975
2161 0.257571 0.98
2162 0.257604 0.985
2163 0.257633 0.99
2164 0.257662 0.995
2165 0.257691 0.99
2166 0.257724 0.995
2167 0.257753 0.99
2168 0.257781 0.99
2169 0.257805 0.985
2170 0.257829 0.985
2171 0.257854 0.985
2172 0.257878 0.985
2173 0.257902 0.985
2174 0.257921 0.98
2175 0.257936 0.985
2176 0.25796 0.99
2177 0.257979 0.985
2178 0.257998 0.985
2179 0.258017 0.99
2180 0.258028 0.995
2181 0.258038 1
2182 0.258048 1
2183 0.258058 1
2184 0.258068 1
2185 0.258078 0.995
2186 0.258088 0.995
2187 0.258098 0.995
2188 0.258108 1
2189 0.258118 1.005
2190 0.258132 1
2191 0.258147 1
2192 0.258152 1.005
2193 0.258158 1
2194 0.258163 1.005
2195 0.258173 1
2196 0.258183 1
2197 0.258193 1.005
2198 0.258198 1.01
2199 0.258199 1.005
2200 0.258191 1
2201 0.258183 0.995
2202 0.258179 0.99
2203 0.258175 0.995
2204 0.258172 0.99
2205 0.258168 0.99
2206 0.258169 0.995
2207 0.258169 1
2208 0.25817 0.995
2209 0.258171 0.995
2210 0.258172 0.995
2211 0.258173 0.99
2212 0.258174 0.99
2213 0.25817 0.995
2214 0.258166 0.995
2215 0.258158 1
2216 0.25815 0.995
2217 0.258142 0.995
2218 0.258133 0.995
2219 0.258125 1
2220 0.258117 1.005
2221 0.258118 1
2222 0.258128 0.995
2223 0.258138 0.99
2224 0.258152 0.985
2225 0.258166 0.99
2226 0.258181 0.99
2227 0.258195 0.99
2228 0.258218 0.995
2229 0.258241 0.99
2230 0.258256 0.995
2231 0.258261 1
2232 0.258257 0.995
2233 0.258262 1
2234 0.258268 0.995
2235 0.258273 0.995
2236 0.258274 0.99
2237 0.258274 0.985
2238 0.258275 0.985
2239 0.258276 0.985
2240 0.258277 0.985
2241 0.258282 0.98
2242 0.258287 0.985
2243 0.258292 0.985
2244 0.258298 0.985
2245 0.258307 0.99
2246 0.258317 0.99
2247 0.258331 0.995
2248 0.25835 1
2249 0.258364 0.995
2250 0.258373 0.99
2251 0.258378 0.995
2252 0.258388 0.99
2253 0.258398 0.99
2254 0.258407 0.995
2255 0.258412 0.99
2256 0.258426 0.995
2257 0.25844 0.995
2258 0.258454 1
2259 0.258473 1.005
2260 0.258491 1
2261 0.25851 1
2262 0.258532 0.995
2263 0.258555 1
2264 0.258578 1
2265 0.258605 0.995
2266 0.258632 1
2267 0.258659 0.995
2268 0.258677 0.99
2269 0.258695 0.995
2270 0.258714 0.995
2271 0.258732 0.99
2272 0.25875 0.99
2273 0.258768 0.99
2274 0.258777 0.995
2275 0.258787 0.99
2276 0.258801 0.985
2277 0.258814 0.98
2278 0.258828 0.975
2279 0.258842 0.975
2280 0.258846 0.97
2281 0.258843 0.965
2282 0.258834 0.96
2283 0.258826 0.96
2284 0.258822 0.965
2285 0.25881 0.97
2286 0.258797 0.97
2287 0.25878 0.965
2288 0.258763 0.97
2289 0.258751 0.975
2290 0.258742 0.97
2291 0.258734 0.975
2292 0.258717 0.97
2293 0.2587 0.965
2294 0.258679 0.97
2295 0.258658 0.97
2296 0.258641 0.975
2297 0.25862 0.98
2298 0.258599 0.98
2299 0.258582 0.975
2300 0.258565 0.98
2301 0.258544 0.985
2302 0.258523 0.99
2303 0.258502 0.995
2304 0.258481 1
2305 0.258451 1.005
2306 0.258422 1.01
2307 0.258392 1.005
2308 0.258362 1
2309 0.258333 1
2310 0.258303 1
2311 0.258269 0.995
2312 0.25824 1
2313 0.258214 0.995
2314 0.258189 1
2315 0.258164 1.005
2316 0.258143 1.01
2317 0.258127 1.005
2318 0.258106 1
2319 0.258081 0.995
2320 0.258052 0.99
2321 0.258022 0.99
2322 0.257993 0.985
2323 0.257968 0.98
2324 0.257939 0.975
2325 0.257914 0.97
2326 0.257889 0.97
2327 0.257864 0.965
2328 0.257835 0.97
2329 0.257806 0.975
2330 0.257777 0.975
2331 0.257739 0.98
2332 0.257706 0.985
2333 0.257673 0.985
2334 0.257648 0.99
2335 0.257619 0.985
2336 0.25759 0.99
2337 0.257565 0.985
2338 0.257541 0.985
2339 0.257525 0.98
2340 0.257509 0.98
2341 0.257493 0.98
2342 0.257481 0.975
2343 0.257469 0.98
2344 0.257462 0.975
2345 0.257454 0.975
2346 0.257447 0.975
2347 0.257439 0.97
2348 0.257432 0.975
2349 0.257429 0.98
2350 0.257426 0.98
2351 0.257422 0.975
2352 0.257415 0.98
2353 0.257412 0.975
2354 0.257409 0.97
2355 0.257406 0.975
2356 0.257411 0.97
2357 0.25742 0.975
2358 0.25743 0.98
2359 0.25744 0.975
2360 0.257449 0.97
2361 0.257459 0.97
2362 0.257468 0.97
2363 0.257478 0.975
2364 0.257479 0.97
2365 0.25748 0.97
2366 0.257485 0.975
2367 0.25749 0.98
2368 0.257496 0.98
2369 0.257493 0.975
2370 0.257485 0.97
2371 0.257482 0.965
2372 0.257483 0.97
2373 0.257484 0.97
2374 0.257489 0.965
2375 0.257495 0.965
2376 0.2575 0.96
2377 0.257505 0.96
2378 0.257511 0.96
2379 0.25752 0.955
2380 0.257529 0.955
2381 0.257539 0.955
2382 0.257548 0.96
2383 0.257558 0.965
2384 0.257571 0.97
2385 0.257585 0.97
2386 0.257598 0.965
2387 0.257612 0.96
2388 0.257626 0.96
2389 0.257635 0.965
2390 0.257636 0.97
2391 0.257637 0.965
2392 0.25763 0.96
2393 0.257622 0.955
2394 0.257615 0.95
2395 0.257608 0.955
2396 0.257604 0.95
2397 0.257605 0.955
2398 0.257615 0.95
2399 0.257624 0.955
2400 0.257633 0.955
2401 0.257647 0.96
2402 0.257664 0.965
2403 0.257682 0.965
2404 0.2577 0.97
2405 0.257717 0.975
2406 0.257739 0.98
2407 0.257765 0.975
2408 0.257791 0.975
2409 0.257817 0.975
2410 0.257838 0.97
2411 0.25786 0.975
2412 0.257886 0.97
2413 0.257907 0.975
2414 0.257929 0.97
2415 0.257954 0.965
2416 0.257984 0.97
2417 0.258014 0.965
2418 0.258044 0.97
2419 0.258074 0.965
2420 0.258099 0.96
2421 0.258125 0.955
2422 0.25815 0.955
2423 0.258176 0.95
